State|Location|Address|City|Link
Massachusetts|Suffolk Downs Race Track|525 William F McClellan Hwy|Boston|https://patch.com/massachusetts/boston/boston-opens-first-coronavirus-testing-site-suffolk-downs
Massachusetts|CVS Health COVID-19 Testing Site|178 Washington Street|Braintree|
Massachusetts|Care Central|233 Broad Street|Bridgewater|https://carecentralurgentcare.com/covid-19-virus-announcement/
Massachusetts|CVS Health COVID-19 Testing Site|9-19 Summer Street|Bridgewater|
Massachusetts|Brockton High School|470 Forest Ave|Brockton|https://www.enterprisenews.com/news/20200505/drive-through-coronavirus-testing-underway-at-brockton-high-school
Massachusetts|Walmart|700 Oak St|Brockton|https://corporate.walmart.com/covid19testing
Massachusetts|American Family Urgent Care|90 Middlesex Tpke|Burlington|https://afcurgentcarestoneham.com/covid-19-testing-and-faqs-stoneham/
Massachusetts|First Church Cambridge|11 Garden Street|Cambridge|https://www.cambridgema.gov/-/media/Files/citymanagersoffice/COVID19/covid19testingjuly.pdf
Massachusetts|Jefferson Park Clinic|266-B Rindge Avenue|Cambridge|https://www.cambridgema.gov/-/media/Files/citymanagersoffice/COVID19/covid19testingjuly.pdf
Massachusetts|Millers Rivers Apartment|661 Cambridge Street|Cambridge|https://www.cambridgema.gov/-/media/Files/citymanagersoffice/COVID19/covid19testingjuly.pdf
Massachusetts|Pisani Center|131 Washington Street|Cambridge|https://www.cambridgema.gov/-/media/Files/citymanagersoffice/COVID19/covid19testingjuly.pdf
Massachusetts|Care Well Urgent Care|1400 Cambridge Street|Cambridge|https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts|Care Well Urgent Care|601-603 Concord Ave|Cambridge|https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts|CVS Health COVID-19 Testing Site|100D North Main Street|Carver|
Massachusetts|CVS Health COVID-19 Testing Site|142 Worcester Road|Charlton|
Massachusetts|Beth Israel Deaconess HealthCare-Chelsea|1000 Broadway|Chelsea|https://www.bidmc.org/patient-and-visitor-information/covid-19-update
Massachusetts|CVS Health COVID-19 Testing Site|1010 Revere Beach Parkway|Chelsea|
Massachusetts|One Medical|199 Boylston St|Chestnut Hill|https://www.onemedical.com/blog/live-well/covid-19-testing-one-medical
Massachusetts|Physician One Urgent Care|1210 Boylston Street|Chestnut Hill|https://physicianoneurgentcare.com/coronavirus2019
Massachusetts|MedExpress|1505 Memorial Drive|Chicopee|https://www.medexpress.com/location/ma/chicopee/cps/|utm_source=yext&utm_medium=organic&utm_campaign=Evergreen
Massachusetts|CVS Health COVID-19 Testing Site|235 Center Street|Chicopee|
Massachusetts|Ocean State Healthcare|2140 Mendon Rd.|Cumberland|https://www.oceanstateurgentcare.com/
Massachusetts|CVS Health COVID-19 Testing Site|311 Newbury Street|Danvers|
Massachusetts|Pediatrics Urgent Care|719 Providence Highway|Dedham|https://pmpediatrics.com/coronavirus-covid-19-frequently-asked-questions/
Massachusetts|Daniel Driscoll – Neponset Health Center|398 Neponset Avenue|Dorchester|https://www.hhsi.us/locations/daniel-driscoll-neponset-health-center/
Massachusetts|DotHouse Health|1353 Dorchester Ave|Dorchester|http://www.dorchesterhouse.org/COVID_19Testing.htm
Massachusetts|Codman Square Health Center|637 Washington Street|Dorchester|https://www.codman.org/coronavirus-covid-19/
Massachusetts|Upham's Corner Health Center|415 Columbia Rd|Dorchester|http://uphamscornerhealthcenter.org/uchc-expansion-of-covid-19-testing/
Massachusetts|Bowdoin Street Health Center|230 Bowdoin Street|Dorchester|https://www.bidmc.org/patient-and-visitor-information/covid-19-update
Massachusetts|Harvard Street Neighborhood Health center|632 Blue Hill Ave|Dorchester|http://www.harvardstreet.org/
Massachusetts|CVS Health COVID-19 Testing Site|4 Broadway Road|Dracut|
Massachusetts|CVS Health COVID-19 Testing Site|419 East Falmouth Highway|East Falmouth|
Massachusetts|Falmouth Hospital|100 Ter Heun Drive|Falmouth|
Massachusetts|Convenient MD|40 Davis Straits|Falmouth|https://convenientmd.com/covid-19-testing/
Massachusetts|Care Well Urgent Care|380 John Fitch Highway|Fitchburg|https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts|CareWell Urgent Care – Framingham|50 Worcester Rd #3|Framingham|https://www.framinghamma.gov/2895/Resources-for-Residents
Massachusetts|Convenient MD|236 Cochituate Road|Framingham|https://convenientmd.com/covid-19-testing/
Massachusetts|Care Well Urgent Care|50 Worcester Road (Rt 9)|Framingham|https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts|Care Spot|"648 Old West Central Street, Suite C"|Franklin|https://www.carespot.com/covid19-visitor-info/
Massachusetts|Baystate Health|164 High Street|Greenfield|https://www.baystatehealth.org/covid19/testing
Massachusetts|CVS Health COVID-19 Testing Site|150 Lafayette Square|Haverhill|
Massachusetts|CVS Health COVID-19 Testing Site|480 North Franklin Street|Holbrook|
Massachusetts|CVS Health COVID-19 Testing Site|842 South Franklin Street|Holbrook|
Massachusetts|CVS Health COVID-19 Testing Site|250 Whiting Farms Road|Holyoke|
Massachusetts|Manet Community Health Center|180 George Washington Boulevard|Hull|https://www.manetchc.org/coronavirus-updates/
Massachusetts|Harbor Community Health Center – Hyannis|735 Attucks Ln|Hyannis|https://www.hhsi.us/locations/harbor-community-health-center-hyannis/
Massachusetts|CVS Health COVID-19 Testing Site|114 Central Street|Ipswich|
Massachusetts|Lawrence General Hospital|70 General Street|Lawrence|https://www.lawrencegeneral.org/about-us/monitoring-covid-19
Massachusetts|CVS Health COVID-19 Testing Site|246 Mill Street|Leominster|
Massachusetts|Care Well Urgent Care|58 Bedford Street|Lexington|https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts|CVS Health COVID-19 Testing Site|32 Reiss Ave|Lowell|
Massachusetts|Lynn Community Health|9 Buffum St|Lynn|https://www.lchcnet.org/front
Massachusetts|Pediatric Healthcare Associates|225 Boston Street|Lynn|http://phcapediatrics.com/
Massachusetts|CVS Health COVID-19 Testing Site|1080 Eastern Avenue|Malden|
Massachusetts|CVS Health COVID-19 Testing Site|32 Ferry Street|Malden|
Massachusetts|Care Well Urgent Care|757 Boston Post Road East|Marlborough|https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts|Marlborough Hospital|157 Union Street|Marlborough|https://www.umassmemorialhealthcare.org/marlborough-hospital/covid-19-testing-tent-resources-marlborough-hospital
Massachusetts|Physician One Urgent Care|4110 Mystic Valley Parkway|Medford|
Massachusetts|Pediatric Healthcare Associates|467 Rear Main Street|Melrose|http://phcapediatrics.com/
Massachusetts|American Family Urgent Care|380R Merrimack St.|Methuen|https://afcurgentcarestoneham.com/covid-19-testing-and-faqs-stoneham/
Massachusetts|Middleton Family Medicine|147 South Main Street|Middleton|https://familymedicinemiddleton.com/covid-19/
Massachusetts|Walgreens|5 Medway Road|Milford|
Massachusetts|American Family Urgent Care|129 Turnpike St.|N. Andover|https://afcurgentcarestoneham.com/covid-19-testing-and-faqs-stoneham/
Massachusetts|Nantucket Cottage Hospital|57 Prospect Street|Nantucket|https://nantuckethospital.org/covid-19-testing-at-nantucket/
Massachusetts|Natick Urgent Care|4 Mercer Road|Natick|https://natickurgentcare.com/
Massachusetts|Care Well Urgent Care|922 Highland Avenue|Needham|https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts|CVS Health COVID-19 Testing Site|136 Ashley Boulevard|New Bedford|
Massachusetts|Convenient MD|"35 Storey Ave, Unit 1"|Newburyport|https://convenientmd.com/covid-19-testing/
Massachusetts|CVS Health COVID-19 Testing Site|109 Main Street|North Andover|
Massachusetts|North Attleboro Urgent Care|40 Cumberland Ave (RT.1)|North Attleboro|https://natickurgentcare.com/
Massachusetts|Care Central|682 Depot Street|North Easton|https://carecentralurgentcare.com/covid-19-virus-announcement/
Massachusetts|CVS Health COVID-19 Testing Site|366 King Street|Northampton|
Massachusetts|Care Spot|10002 Shops Way|Northborough|https://www.carespot.com/covid19-visitor-info/
Massachusetts|Care Well Urgent Care|333 Southwest Cutoff|Northborough|https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts|South Shore Health|143 Longwater Drive|Norwell|https://www.southshorehealth.org/covid-19
Massachusetts|Care Well Urgent Care|42 Washington St.|Norwell|https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts|Norwood Urgent Care|1210 Providence Highway|Norwood|https://natickurgentcare.com/
Massachusetts|Care Well Urgent Care|229 Andover Street (Rt 114)|Peabody|https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts|Pediatric Healthcare Associates|10 Centennial Drive|Peabody|http://phcapediatrics.com/
Massachusetts|Convenient MD|296 Old Oak Street|Pembroke|https://convenientmd.com/covid-19-testing/
Massachusetts|CVS Health COVID-19 Testing Site|107 West Street|Pittsfield|
Massachusetts|Convenient MD|86 Taunton Street|Plainville|https://convenientmd.com/covid-19-testing/
Massachusetts|Walmart|300 Colony Place Rd|Plymouth|
Massachusetts|Manet Community Health Center|110 West Squantum Street|Quincy|https://www.manetchc.org/coronavirus-updates/
Massachusetts|Quincy Medical Center|114 Whitwell St|Quincy|
Massachusetts|Manet Community Health Center|9 Bicknell Street|Quincy|https://www.manetchc.org/coronavirus-updates/
Massachusetts|Manet Community Health Center|1193 Sea Street|Quincy|https://www.manetchc.org/coronavirus-updates/
Massachusetts|ConvenientMD|"479 Washington Street, Suite 2"|Quincy|https://convenientmd.com/our-locations/|state=ma&status=open
Massachusetts|Convenient MD|"479 Washington Street, Suite 2"|Quincy|https://convenientmd.com/covid-19-testing/
Massachusetts|Walmart|301 Falls Blvd|Quincy|https://corporate.walmart.com/covid19testing
Massachusetts|CVS Health COVID-19 Testing Site|266 Route 44|Raynham|
Massachusetts|Pediatric Healthcare Associates|30 New Crossing Road|Reading|http://phcapediatrics.com/
Massachusetts|Greater Roslindale Medical & Dental Center|4199 Washington Street|Roslindale|https://roslindale.org/news/community-covid-19-testing
Massachusetts|Whittier Street Health Center|1290 Tremont Street|Roxbury|http://www.wshc.org/
Massachusetts|The Dimock Center|55 Dimock Street|Roxbury|https://www.bidmc.org/patient-and-visitor-information/covid-19-update
Massachusetts|North Shore Medical Center|81 Highland Avenue|Salem|https://nsmc.partners.org/covid-19-nsmc-updates
Massachusetts|Pediatric Healthcare Associates|600 Loring Avenue|Salem|http://phcapediatrics.com/
Massachusetts|CVS Health COVID-19 Testing Site|272 Highland Avenue|Salem|
Massachusetts|Walmart|450 Highland Ave|Salem|https://corporate.walmart.com/covid19testing
Massachusetts|CVS Health COVID-19 Testing Site|2 Lafayette Road|Salisbury|
Massachusetts|CVS Health COVID-19 Testing Site|720 Boston Turnpike Road|Shrewsbury|
Massachusetts|Ocean State Healthcare|400 Putnam Pike|Smithfield|https://www.oceanstateurgentcare.com/
Massachusetts|Care Well Urgent Care|349 Broadway|Somerville|https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts|Cambridge Health Alliance - Crown Street parking lot|33 Tower St.|Somerville|https://www.challiance.org/about/newsroom/cambridge_health_alliance_to_provide_covid19_testi_1178
Massachusetts|CVS Health COVID-19 Testing Site|215 College Highway|Southwick|
Massachusetts|Baystate Health|140 High Street|Springfield|https://www.baystatehealth.org/covid19/testing
Massachusetts|Baystate Health|298 Carew Street|Springfield|https://www.baystatehealth.org/covid19/testing
Massachusetts|Baystate Health|380 Plainfield Street|Springfield|
Massachusetts|CVS Health COVID-19 Testing Site|770 Boston Road|Springfield|
Massachusetts|American Family Urgent Care|16 Main Street|Stoneham|https://afcurgentcarestoneham.com/covid-19-testing-and-faqs-stoneham/
Massachusetts|Care Central|286 Washington Street|Stoughton|https://carecentralurgentcare.com/covid-19-virus-announcement/
Massachusetts|American Family Care|450 Paradise Rd|Swampscott|https://www.afcurgentcarebeverly.com/covid-19-updates-faqs/
Massachusetts|Manet Community Health Center|1 Washington Street|Taunton|https://www.manetchc.org/coronavirus-updates/
Massachusetts|Care Well Urgent Care|345 Main Street|Tewksbury|https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts|CVS Health COVID-19 Testing Site|451 Main Street|Wakefield|
Massachusetts|American Family Urgent Care|1030 Main Street|Waltham|https://afcurgentcarestoneham.com/covid-19-testing-and-faqs-stoneham/
Massachusetts|Physician One Urgent Care|1019 Trapelo Road|Waltham|https://physicianoneurgentcare.com/coronavirus2019
Massachusetts|CVS Health COVID-19 Testing Site|800 Lexington Street|Waltham|
Massachusetts|Walgreens|80 River Street|Waltham|https://www.walgreens.com/findcare/covid19/testing|ext=goodrx
Massachusetts|Baystate Health|85 South Street|Ware|https://www.baystatehealth.org/covid19/testing
Massachusetts|Ocean State Healthcare|1131 Warwick Ave|Warwick|https://www.oceanstateurgentcare.com/
Massachusetts|Care Well Urgent Care|535 Centerville Road|Warwick|https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts|CVS Health COVID-19 Testing Site|1921 Centre Street|West Roxbury|
Massachusetts|CVS Health COVID-19 Testing Site|928 Riverdale Street|West Springfield|
Massachusetts|Baystate Health|57 Union Street|Westfield|https://www.baystatehealth.org/covid19/testing
Massachusetts|CVS Health COVID-19 Testing Site|599 State Road|Westport|
Massachusetts|Physician One Urgent Care|211 University Avenue|Westwood|https://physicianoneurgentcare.com/coronavirus2019
Massachusetts|Convenient MD|987 Main Street|Weymouth|https://convenientmd.com/covid-19-testing/
Massachusetts|CVS Health COVID-19 Testing Site|301 Central Street|Winchendon|
Massachusetts|Pediatrics Urgent Care|99 Commerce Way|Woburn|https://pmpediatrics.com/coronavirus-covid-19-frequently-asked-questions/
Massachusetts|Care Well Urgent Care|348 Greenwood Street|Worcester|https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts|Care Well Urgent Care|500 Lincoln Street|Worcester|https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts|CVS Health COVID-19 Testing Site|44 West Boylston Street|Worcester|
Massachusetts|CVS Health COVID-19 Testing Site|481 Lincoln Street|Worcester|
Massachusetts|St. Vincent’s Hospital|123 Summer St|Worcester|https://www.stvincenthospital.com/our-response-to-COVID-19
Massachusetts|UMass Memorial Medical Center|119 Belmont St|Worcester|https://www.umassmemorialhealthcare.org/umass-memorial-medical-center/physicians/covid-19-call-ahead-testing-resources
Massachusetts|CVS Health COVID-19 Testing Site|652 South Street|Wrentham|
Massachusetts|York Hospital|1001 S George St|York|https://www.yorkhospital.com/york-hospital-and-town-of-york-to-open-drive-thru-covid-19-testing-center-on-june-1st/
||||
Michigan|MidMichigan Urgent Care - Alma|321 E. Warwick Drive|Alma|https://www.midmichigan.org/conditions-treatments/coronavirus/
Michigan|Michigan Urgent Care|3280 Washtenaw Ave|Ann Arbor|https://michiganurgentcare.com/
Michigan|Canton Health Center|"1051 N Canton Center Rd, Canton, MI 48187"|Ann Arbor|https://www.uofmhealth.org/coronavirus/appt-locations-update-covid-19
Michigan|West Ann Arbor Health Center|380 Parkland Plaza|Ann Arbor|https://www.mottchildren.org/coronavirus/appt-locations-update-covid-19
Michigan|CVS Health COVID-19 Testing Site|1700 South Industrial Highway|Ann Arbor|
Michigan|CVS Health COVID-19 Testing Site|2100 West Stadium|Ann Arbor|
Michigan|McLaren|1040 S Van Dyke|Bad Axe|https://www.mclaren.org/main/locations|taxonomy=walk-in-clinics
Michigan|McLaren|"4 Columbus Ave, Suite 140"|Bay City|https://www.mclaren.org/main/locations|taxonomy=walk-in-clinics
Michigan|Walmart|1400 Mall Dr|Benton Harbor|https://corporate.walmart.com/covid19testing
Michigan|MedPost Urgent Care|2274 S Telegraph Road|Bloomfield|https://www.carespot.com/covid19-visitor-info/
Michigan|Brighton Health Center|8001 Challis Rd|Brighton|https://www.mlive.com/news/ann-arbor/2020/03/michigan-medicine-begins-offering-curbside-covid-19-screenings.html
Michigan|Michigan Urgent Care|2300 Genoa Business Park Drive Suite 120|Brighton|https://michiganurgentcare.com/
Michigan|CVS Health COVID-19 Testing Site|5757 Whitmore Lake Road|Brighton|
Michigan|Walmart|45555 Michigan Ave|Canton|https://corporate.walmart.com/covid19testing
Michigan|CVS Health COVID-19 Testing Site|1402 W. 14 Mile|Clawson|
Michigan|Michigan Urgent Care|22500 Metro Parkway Suite 100|Clinton Township|https://michiganurgentcare.com/
Michigan|Beaumont Health|18101 Oakwood Blvd|Dearborn|"https://www.michigan.gov/coronavirus/0,9753,7-406-98189---,00.html"
Michigan|CVS Health COVID-19 Testing Site – Dearborn Public Library|16301 Michigan Ave|Dearborn|
Michigan|State Fairgrounds|Off Woodward Ave. on W. State Fair Road|Detroit|
Michigan|Beaumont Hospitals|8 locations|Detroit|
||||
Michigan|CVS Health COVID-19 Testing Site|15521 West Seven Mile Road|Detroit|
Michigan|CVS Health COVID-19 Testing Site|6862 N. Michigan Ave.|Detroit|
Michigan|Rite Aid|46977 Romeo Plank Road|Detroit|https://www.riteaid.com/pharmacy/services/covid-19-testing
Michigan|Walgreens|15516 Grand River Ave|Detroit|https://www.walgreens.com/findcare/covid19/testing|ext=goodrx
Michigan|Michigan Urgent Care|"100 Powell Drive, Suite 8"|Dundee|https://michiganurgentcare.com/
Michigan|Project Baseline||Eaton Rapids|https://www.projectbaseline.com/study/covid-19/#study-locations
Michigan|Rite Aid|715 South Main Street|Eaton Rapids|https://www.riteaid.com/pharmacy/services/covid-19-testing
Michigan|CVS Health COVID-19 Testing Site|39350 Nine Mile Road|Farmington Hills|
Michigan|Michigan Urgent Care|"641 West 9 Mile Road, Suite C"|Ferndale|https://michiganurgentcare.com/
Michigan|Walmart|4313 Corunna Rd|Flint|https://corporate.walmart.com/covid19testing
Michigan|CVS Health COVID-19 Testing Site|111 North Main Street|Frankenmuth|
Michigan|CVS Health COVID-19 Testing Site|33021 Garfield|Fraser|
Michigan|McLaren|2313 E Hill Rd|Grand Blanc|https://www.mclaren.org/main/locations|taxonomy=walk-in-clinics
Michigan|Grand Blanc|12500 Holly Road|Grand Blanc|https://www.thelittleclinic.com/drivethru-testing
Michigan|CVS Health COVID-19 Testing Site|"727 28th Street, SE"|Grand Rapids|
Michigan|CVS Health COVID-19 Testing Site|1550 Lake Drive Southeast|Grand Rapids|
Michigan|Rite Aid|5995 Kalamazoo Avenue|Grand Rapids|https://www.riteaid.com/pharmacy/services/covid-19-testing
Michigan|CVS Health COVID-19 Testing Site|17120 Kercheval Avenue|Grosse Pointe|
Michigan|Michigan Urgent Care|20311 Mack Ave|Grosse Pointe Woods|https://michiganurgentcare.com/
Michigan|SAY Detroit Family Clinic|211 Glendale Ave|Highland Park|https://saydetroit.org/covid-19-mobile-testing-center-opens-at-say-clinic-in-highland-park/
Michigan|CVS Health COVID-19 Testing Site|14140 Woodward|Highland Park|
Michigan|Henry Ford Allegiance Hospital|205 N East Ave|Jackson|"https://www.michigan.gov/coronavirus/0,9753,7-406-98189---,00.html"
Michigan|Project Baseline||Kentwood|https://www.projectbaseline.com/study/covid-19/#study-locations
Michigan|McLaren|5525 S Martin Luther King Jr Blvd|Lansing|https://www.mclaren.org/main/locations|taxonomy=walk-in-clinics
Michigan|CVS Health COVID-19 Testing Site|240 M.A.C. East|Lansing|
||||
Michigan|McLaren|1254 N Main St|Lapeer|https://www.mclaren.org/main/locations|taxonomy=walk-in-clinics
Michigan|MedPost Urgent Care|11502 Middlebelt Road|Livonia|https://www.carespot.com/covid19-visitor-info/
Michigan|Project Baseline||Macomb|https://www.projectbaseline.com/study/covid-19/#study-locations
Michigan|CVS Health COVID-19 Testing Site|21777 21 Mile Road|Macomb Township|
Michigan|CVS Health COVID-19 Testing Site|27050 John R. Road|Madison Heights|
Michigan|CVS Health COVID-19 Testing Site|720 General Motors Road|Milford|
Michigan|MedExpress|1261 North Telegraph Road|Monroe|https://www.medexpress.com/covid19/medexpress-covid19-testing-centers.html
Michigan|Walmart|2150 N Telegraph Rd|Monroe|https://corporate.walmart.com/covid19testing
Michigan|McLaren|1523 S. Mission Street|Mount Pleasant|https://www.mclaren.org/main/locations|taxonomy=walk-in-clinics
Michigan|Walmart|4730 Encore Blvd|Mount Pleasant|https://corporate.walmart.com/covid19testing
Michigan|Walmart|3285 Henry St|Muskegon|https://corporate.walmart.com/covid19testing
Michigan|CVS Health COVID-19 Testing Site|44300 5 Mile Road|Northville|
Michigan|Walmart|26090 Ingersol Dr|Novi|https://corporate.walmart.com/covid19testing
Michigan|MedExpress|3550 Pine Grove Ave|Port Huron|https://www.medexpress.com/covid19/medexpress-covid19-testing-centers.html
Michigan|MedPost Urgent Care|3035 S. Rochester Road|Rochester Hills|https://www.carespot.com/covid19-visitor-info/
Michigan|Spectrum Health|8501 Meadow Creek Dr|Rockford|https://www.spectrumhealth.org/covid19
Michigan|MedPost Urgent Care|2140 E Twelve Mile Rd|Royal Oak|https://www.carespot.com/covid19-visitor-info/
Michigan|Project Baseline||Saginaw|https://www.projectbaseline.com/study/covid-19/#study-locations
Michigan|Rite Aid|4598 State Street|Saginaw|https://www.riteaid.com/pharmacy/services/covid-19-testing
Michigan|CVS Health COVID-19 Testing Site|46960 Van Dyke Ave.|Shelby|
Michigan|CVS Health COVID-19 Testing Site|2115 Twenty-Five Mile Road|Shelby Township|
Michigan|MedPost Urgent Care|29628 Southfield Road|Southfield|https://www.carespot.com/covid19-visitor-info/
Michigan|CVS Health COVID-19 Testing Site|30920 Southfield Road|Southfield|
Michigan|Walmart|15700 Northline Road|Southgate|https://corporate.walmart.com/covid19testing
Michigan|Project Baseline||Swartz Creek|
Michigan|Rite Aid|9090 Miller Road|Swartz Creek|https://www.riteaid.com/pharmacy/services/covid-19-testing
Michigan|Walmart|7555 Telegraph Rd|Taylor|https://corporate.walmart.com/covid19testing
Michigan|Beaumont Health|750 Stephenson Hwy|Troy|"https://www.michigan.gov/coronavirus/0,9753,7-406-98189---,00.html"
Michigan|CVS Health COVID-19 Testing Site|1980 East Big Beaver Road|Troy|
Michigan|CVS Health COVID-19 Testing Site|100 West Maple Road|Walled Lake|
Michigan|Michigan Urgent Care|5800 Highland Road|Waterford|https://michiganurgentcare.com/
Michigan|Helix Diagnostics|6620 Highland Road|Waterford|https://www.mlive.com/public-interest/2020/04/a-coronavirus-specimens-trip-from-a-patients-nostril-through-a-michigan-testing-lab.html
Michigan|Michigan Urgent Care|"375 Eureka, Suite B"|Wyandotte|https://michiganurgentcare.com/
Michigan|CVS Health COVID-19 Testing Site|5603 Byron Center Avenue SW|Wyoming|
Michigan|Eastern Michigan University|900 Oakwood St|Ypsilanti|https://www.mlive.com/news/ann-arbor/2020/04/eastern-michigan-university-graduate-nursing-students-put-in-work-at-coronavirus-drive-through-test-sites.html
Michigan|Ford Elementary School|2440 E. Clark Rd|Ypsilanti|https://www.thelittleclinic.com/drivethru-testing
Minnesota|Mayo Clinic|1705 SE Broadway Ave|Albert Lea|https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
Minnesota|Alomere Health|111 17th Ave E|Alexandria|https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
Minnesota|Sanford Health|1527 Broadway St|Alexandria|https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
Minnesota|CVS Health COVID-19 Testing Site|657 East Main Street|Anoka|
Minnesota|Independent|30 S Behl St|Appleton|https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
Minnesota|Mayo|510 2nd St NW|Austin|https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
Minnesota|Essentia Health|13060 Isle Dr|Baxter|https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
Minnesota|Scenic Rivers Health Services|410 Second St NW|Big Falls|https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
Minnesota|Scenic Rivers Health Service|135 Pine Tree Dr|Bigfork|https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
Minnesota|CVS Health COVID-19 Testing Site|2357 108th Lane NE|Blaine|
Minnesota|Allina Health|7920 Old Cedar Ave S|Bloomington|https://www.allinahealth.org/coronavirus-covid-19
Minnesota|Hennepin Healthcare|7650 Zane Ave North|Brooklyn Park|https://www.hennepinhealthcare.org/covid19testing/
Minnesota|Partners in Pediatrics|8500 Edinbrook Parkway|Brooklyn Park|https://www.childrensmn.org/2020/03/17/childrens-minnesota-primary-care-clinics-open/#hugo-clinic
Minnesota|Allina Health|755 Crossroads Campus Dr|Buffalo|https://www.allinahealth.org/coronavirus-covid-20
Minnesota|Valley Medical and Wellness|2428 E 117th St|Burnsville|https://www.valleymedical.com/contents/covid-19
Minnesota|Metropolitan Pediatric Specialists|14050 Nicollet Ave|Burnsville|https://www.childrensmn.org/2020/03/17/childrens-minnesota-primary-care-clinics-open/#hugo-clinic
Minnesota|Allina Health|701 S Dellwood St|Cambridge|https://www.allinahealth.org/coronavirus-covid-21
Minnesota|CVS Health COVID-19 Testing Site|7765 Galpin Boulevard|Chanhassen|
Minnesota|Two Twelve Medical Center|111 Hundertmark Rd|Chaska|https://www.twotwelvemedical.org/news-events/
Minnesota|Community Memorial|512 Skyline Blvd|Cloquet|https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
Minnesota|Scenic Rivers Health Services|10 5th Street SE|Cook|https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
Minnesota|Allina Health|9055 Springbrook Dr|Coon Rapids|https://www.allinahealth.org/coronavirus-covid-22
Minnesota|CVS Health COVID-19 Testing Site|10930 University Avenue NW|Coon Rapids|
Minnesota|CVS Health COVID-19 Testing Site|2017 Coon Rapids Boulevard|Coon Rapids|
Minnesota|Voyage Healthcare|5109 36th Ave N|Crystal|https://www.voyagehealthcare.com/
Minnesota|Deer River Hospital|115 10th Ave NE|Deer River|https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
Minnesota|Essentia Health|225 Park St|Detroit Lakes|https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
Minnesota|Sanford Health – Detroit Lakes|1245 Washington Ave|Detroit Lakes|https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
Minnesota|Voyageur Bus Garage|141 South 59th Ave W|Duluth|https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
Minnesota|CVS Health COVID-19 Testing Site|4241 Johnny Cake Ridge Road|Eagan|
Minnesota|Sanford Health – East Grand Forks|621 Demers Ave|East Grand Forks|https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
Minnesota|MedExpress|16490 W. 78th St|Eden Prairie|https://www.medexpress.com/location/mn/eden-prairie/ede/
Minnesota|CVS Health COVID-19 Testing Site|8251 Columbine Road|Eden Prairie|
Minnesota|Metropolitan Pediatric Specialists|6517 Drew Avenue S|Edina|https://www.childrensmn.org/2020/03/17/childrens-minnesota-primary-care-clinics-open/#hugo-clinic
Minnesota|Lake Region Healthcare|1411 Highway 79 E|Elbow Lake|https://www.lrhc.org/patients-visitors/what-you-need-to-know-about-covid-19-coronavirus/
Minnesota|Allina Health|100 State Ave|Faribault|https://www.allinahealth.org/coronavirus-covid-23
Minnesota|Lake Region Healthcare|712 Cascade St. S|Fergus Falls|https://www.lrhc.org/patients-visitors/what-you-need-to-know-about-covid-19-coronavirus/
Minnesota|Scenic Rivers Health Services|810 Poplar St|Floodwood|https://mn.gov/covid19/for-minnesotans/if-sick/testing-locations/
Minnesota|CVS Health COVID-19 Testing Site|1411 Vermillion Street|Hastings|
Minnesota|St. Luke’s Respiratory Clinic @ Miller Creek Medical|4190 Loberg Ave|Hermantown|https://www.slhduluth.com/patients-visitors/patient-resources/covid-19/
Minnesota|MedExpress|4880 Central Ave. NE|Hilltop|https://www.medexpress.com/location/mn/hilltop/hte/
Minnesota|Children's Minnesota|14701 Victor Hugo Blvd N|Hugo|https://www.childrensmn.org/2020/03/17/childrens-minnesota-primary-care-clinics-open/#hugo-clinic
Minnesota|CVS Health COVID-19 Testing Site|2650 Rice Street|Little Canada|
