State|Location|Address|City|Facility|Hours
Massachusetts|Care Well Urgent Care|757 Boston Post Road East|Marlborough|Clinic|
Massachusetts|Marlborough Hospital|157 Union Street|Marlborough|Drive-thru|M-F 8am - 12pm
Massachusetts|Physician One Urgent Care|4110 Mystic Valley Parkway|Medford|Clinic|
Massachusetts|Pediatric Healthcare Associates|467 Rear Main Street|Melrose|Drive-thru|
Massachusetts|American Family Urgent Care|380R Merrimack St.|Methuen|Clinic|
Massachusetts|Middleton Family Medicine|147 South Main Street|Middleton|Drive-thru|"Mon–Thurs, 7:30 AM to 7:30 PM, Fri, 7:30AM to 5:30PM, Sat & Sun 8:00AM to 12:00PM"
Massachusetts|Walgreens|5 Medway Road|Milford|Drive-thru|9am-5pm
Massachusetts|American Family Urgent Care|129 Turnpike St.|N. Andover|Clinic|
Massachusetts|Nantucket Cottage Hospital|57 Prospect Street|Nantucket|Clinic|
Massachusetts|Natick Urgent Care|4 Mercer Road|Natick|Clinic|
Massachusetts|Care Well Urgent Care|922 Highland Avenue|Needham|Clinic|
Massachusetts|CVS Health COVID-19 Testing Site|136 Ashley Boulevard|New Bedford|Drive-thru|
Massachusetts|Convenient MD|"35 Storey Ave, Unit 1"|Newburyport|Drive-thru|
Massachusetts|CVS Health COVID-19 Testing Site|109 Main Street|North Andover|Drive-thru|
Massachusetts|North Attleboro Urgent Care|40 Cumberland Ave (RT.1)|North Attleboro|Clinic|
Massachusetts|Care Central|682 Depot Street|North Easton|Clinic|
Massachusetts|CVS Health COVID-19 Testing Site|366 King Street|Northampton|Drive-thru|
Massachusetts|Care Spot|10002 Shops Way|Northborough|Clinic|
Massachusetts|Care Well Urgent Care|333 Southwest Cutoff|Northborough|Clinic|
Massachusetts|South Shore Health|143 Longwater Drive|Norwell|Drive-thru|
Massachusetts|Care Well Urgent Care|42 Washington St.|Norwell|Clinic|
Massachusetts|Norwood Urgent Care|1210 Providence Highway|Norwood|Clinic|
Massachusetts|Care Well Urgent Care|229 Andover Street (Rt 114)|Peabody|Clinic|
Massachusetts|Pediatric Healthcare Associates|10 Centennial Drive|Peabody|Drive-thru|
Massachusetts|Convenient MD|296 Old Oak Street|Pembroke|Drive-thru|
Massachusetts|CVS Health COVID-19 Testing Site|107 West Street|Pittsfield|Drive-thru|
Massachusetts|Convenient MD|86 Taunton Street|Plainville|Drive-thru|
Massachusetts|Walmart|300 Colony Place Rd|Plymouth|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Massachusetts|Manet Community Health Center|110 West Squantum Street|Quincy|Clinic|
Massachusetts|Quincy Medical Center|114 Whitwell St|Quincy|Drive-thru|
Massachusetts|Manet Community Health Center|9 Bicknell Street|Quincy|Clinic|
Massachusetts|Manet Community Health Center|1193 Sea Street|Quincy|Clinic|
Massachusetts|ConvenientMD|"479 Washington Street, Suite 2"|Quincy|Drive-thru|9-4 daily
Massachusetts|Convenient MD|"479 Washington Street, Suite 2"|Quincy|Drive-thru|
Massachusetts|Walmart|301 Falls Blvd|Quincy|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Massachusetts|CVS Health COVID-19 Testing Site|266 Route 44|Raynham|Drive-thru|
Massachusetts|Pediatric Healthcare Associates|30 New Crossing Road|Reading|Drive-thru|
Massachusetts|Greater Roslindale Medical & Dental Center|4199 Washington Street|Roslindale|Clinic|
Massachusetts|Whittier Street Health Center|1290 Tremont Street|Roxbury|Drive-thru|
Massachusetts|The Dimock Center|55 Dimock Street|Roxbury|Clinic|
Massachusetts|North Shore Medical Center|81 Highland Avenue|Salem|Drive-thru|
Massachusetts|Pediatric Healthcare Associates|600 Loring Avenue|Salem|Drive-thru|
Massachusetts|CVS Health COVID-19 Testing Site|272 Highland Avenue|Salem|Drive-thru|
Massachusetts|Walmart|450 Highland Ave|Salem|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Massachusetts|CVS Health COVID-19 Testing Site|2 Lafayette Road|Salisbury|Drive-thru|
Massachusetts|CVS Health COVID-19 Testing Site|720 Boston Turnpike Road|Shrewsbury|Drive-thru|
Massachusetts|Ocean State Healthcare|400 Putnam Pike|Smithfield|Drive-thru|
Massachusetts|Care Well Urgent Care|349 Broadway|Somerville|Clinic|
Massachusetts|Cambridge Health Alliance - Crown Street parking lot|33 Tower St.|Somerville|Drive-thru|M-Sun 9-3
Massachusetts|CVS Health COVID-19 Testing Site|215 College Highway|Southwick|Drive-thru|
Massachusetts|Baystate Health|140 High Street|Springfield|Clinic/ Drive-thru|
Massachusetts|Baystate Health|298 Carew Street|Springfield|Clinic/ Drive-thru|
Massachusetts|Baystate Health|380 Plainfield Street|Springfield|Clinic/ Drive-thru|
Massachusetts|CVS Health COVID-19 Testing Site|770 Boston Road|Springfield|Drive-thru|
Massachusetts|American Family Urgent Care|16 Main Street|Stoneham|Clinic|
Massachusetts|Care Central|286 Washington Street|Stoughton|Clinic|
Massachusetts|American Family Care|450 Paradise Rd|Swampscott|Clinic|
Massachusetts|Manet Community Health Center|1 Washington Street|Taunton|Clinic|
Massachusetts|Care Well Urgent Care|345 Main Street|Tewksbury|Clinic|
Massachusetts|CVS Health COVID-19 Testing Site|451 Main Street|Wakefield|Drive-thru|
Massachusetts|American Family Urgent Care|1030 Main Street|Waltham|Clinic|
Massachusetts|Physician One Urgent Care|1019 Trapelo Road|Waltham|Clinic|
Massachusetts|CVS Health COVID-19 Testing Site|800 Lexington Street|Waltham|Drive-thru|
Massachusetts|Walgreens|80 River Street|Waltham|Drive-thru|9am-5pm
Massachusetts|Baystate Health|85 South Street|Ware|Clinic/ Drive-thru|
Massachusetts|Ocean State Healthcare|1131 Warwick Ave|Warwick|Drive-thru|
Massachusetts|Care Well Urgent Care|535 Centerville Road|Warwick|Clinic|
Massachusetts|CVS Health COVID-19 Testing Site|1921 Centre Street|West Roxbury|Drive-thru|
Massachusetts|CVS Health COVID-19 Testing Site|928 Riverdale Street|West Springfield|Drive-thru|
Massachusetts|Baystate Health|57 Union Street|Westfield|Clinic/ Drive-thru|
Massachusetts|CVS Health COVID-19 Testing Site|599 State Road|Westport|Drive-thru|
Massachusetts|Physician One Urgent Care|211 University Avenue|Westwood|Clinic|
Massachusetts|Convenient MD|987 Main Street|Weymouth|Drive-thru|
Massachusetts|CVS Health COVID-19 Testing Site|301 Central Street|Winchendon|Drive-thru|
Massachusetts|Pediatrics Urgent Care|99 Commerce Way|Woburn|Drive-thru|
Massachusetts|Care Well Urgent Care|348 Greenwood Street|Worcester|Clinic|
Massachusetts|Care Well Urgent Care|500 Lincoln Street|Worcester|Clinic|
Massachusetts|CVS Health COVID-19 Testing Site|44 West Boylston Street|Worcester|Drive-thru|
Massachusetts|CVS Health COVID-19 Testing Site|481 Lincoln Street|Worcester|Drive-thru|
Massachusetts|St. Vincent’s Hospital|123 Summer St|Worcester|Drive-thru|
Massachusetts|UMass Memorial Medical Center|119 Belmont St|Worcester|Drive-thru|
Massachusetts|CVS Health COVID-19 Testing Site|652 South Street|Wrentham|Drive-thru|
Massachusetts|York Hospital|1001 S George St|York|Drive-thru|
|||||
Michigan|MidMichigan Urgent Care - Alma|321 E. Warwick Drive|Alma|Clinic|
Michigan|Michigan Urgent Care|3280 Washtenaw Ave|Ann Arbor|Clinic|Daily 8AM—10PM
Michigan|Canton Health Center|"1051 N Canton Center Rd, Canton, MI 48187"|Ann Arbor|Drive-thru|
Michigan|West Ann Arbor Health Center|380 Parkland Plaza|Ann Arbor|Drive-thru|
Michigan|CVS Health COVID-19 Testing Site|1700 South Industrial Highway|Ann Arbor|Drive-thru|
Michigan|CVS Health COVID-19 Testing Site|2100 West Stadium|Ann Arbor|Drive-thru|
Michigan|McLaren|1040 S Van Dyke|Bad Axe|Clinic|Mon—Fri 11AM—5PM; Sat—Sun 1PM—5PM
Michigan|McLaren|"4 Columbus Ave, Suite 140"|Bay City|Clinic|Mon—Fri 11AM—5PM; Sat—Sun 10AM—2PM
Michigan|Walmart|1400 Mall Dr|Benton Harbor|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Michigan|MedPost Urgent Care|2274 S Telegraph Road|Bloomfield|Clinic|Daily 8AM—8PM
Michigan|Brighton Health Center|8001 Challis Rd|Brighton|Drive-thru|
Michigan|Michigan Urgent Care|2300 Genoa Business Park Drive Suite 120|Brighton|Clinic|Daily 8AM—8PM
Michigan|CVS Health COVID-19 Testing Site|5757 Whitmore Lake Road|Brighton|Drive-thru|
Michigan|Walmart|45555 Michigan Ave|Canton|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Michigan|CVS Health COVID-19 Testing Site|1402 W. 14 Mile|Clawson|Drive-thru|
Michigan|Michigan Urgent Care|22500 Metro Parkway Suite 100|Clinton Township|Clinic|Daily 8AM—8PM
Michigan|Beaumont Health|18101 Oakwood Blvd|Dearborn|Drive-thru|
Michigan|CVS Health COVID-19 Testing Site – Dearborn Public Library|16301 Michigan Ave|Dearborn|Drive-thru|
Michigan|State Fairgrounds|Off Woodward Ave. on W. State Fair Road|Detroit|Drive-thru|7 a.m.-6 p.m.
Michigan|Beaumont Hospitals|8 locations|Detroit|Drive-thru|
|||||
Michigan|CVS Health COVID-19 Testing Site|15521 West Seven Mile Road|Detroit|Drive-thru|
Michigan|CVS Health COVID-19 Testing Site|6862 N. Michigan Ave.|Detroit|Drive-thru|
Michigan|Rite Aid|46977 Romeo Plank Road|Detroit|Drive-thru|daily 9-5
Michigan|Walgreens|15516 Grand River Ave|Detroit|Drive-thru|9am-5pm
Michigan|Michigan Urgent Care|"100 Powell Drive, Suite 8"|Dundee|Clinic|Daily 8AM—8PM
Michigan|Project Baseline||Eaton Rapids|Drive-thru|
Michigan|Rite Aid|715 South Main Street|Eaton Rapids|Drive-thru|9-5 daily
Michigan|CVS Health COVID-19 Testing Site|39350 Nine Mile Road|Farmington Hills|Drive-thru|
Michigan|Michigan Urgent Care|"641 West 9 Mile Road, Suite C"|Ferndale|Clinic|Daily 8AM—8PM
Michigan|Walmart|4313 Corunna Rd|Flint|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Michigan|CVS Health COVID-19 Testing Site|111 North Main Street|Frankenmuth|Drive-thru|
Michigan|CVS Health COVID-19 Testing Site|33021 Garfield|Fraser|Drive-thru|
Michigan|McLaren|2313 E Hill Rd|Grand Blanc|Clinic|Mon—Fri 11AM—5PM; Sat 10AM—2PM
Michigan|Grand Blanc|12500 Holly Road|Grand Blanc|Drive-thru|10:00am - 4:00 pm
Michigan|CVS Health COVID-19 Testing Site|"727 28th Street, SE"|Grand Rapids|Drive-thru|
Michigan|CVS Health COVID-19 Testing Site|1550 Lake Drive Southeast|Grand Rapids|Drive-thru|
Michigan|Rite Aid|5995 Kalamazoo Avenue|Grand Rapids|Drive-thru|
Michigan|CVS Health COVID-19 Testing Site|17120 Kercheval Avenue|Grosse Pointe|Drive-thru|
Michigan|Michigan Urgent Care|20311 Mack Ave|Grosse Pointe Woods|Clinic|Daily 8AM—10PM
Michigan|SAY Detroit Family Clinic|211 Glendale Ave|Highland Park|Clinic|Mon—Tues 9AM—5PM; Fri 9AM-noon
Michigan|CVS Health COVID-19 Testing Site|14140 Woodward|Highland Park|Drive-thru|
Michigan|Henry Ford Allegiance Hospital|205 N East Ave|Jackson|Drive-thru|
Michigan|Project Baseline||Kentwood|Drive-thru|
Michigan|McLaren|5525 S Martin Luther King Jr Blvd|Lansing|Clinic|Mon—Fri 11AM—5PM; Sat—Sun 1PM—5PM
Michigan|CVS Health COVID-19 Testing Site|240 M.A.C. East|Lansing|Drive-thru|
|||||
Michigan|McLaren|1254 N Main St|Lapeer|Clinic|Mon—Fri 11AM—5PM; Sat 10AM—2PM
Michigan|MedPost Urgent Care|11502 Middlebelt Road|Livonia|Clinic|Daily 8AM—8PM
Michigan|Project Baseline||Macomb|Drive-thru|
Michigan|CVS Health COVID-19 Testing Site|21777 21 Mile Road|Macomb Township|Drive-thru|
Michigan|CVS Health COVID-19 Testing Site|27050 John R. Road|Madison Heights|Drive-thru|
Michigan|CVS Health COVID-19 Testing Site|720 General Motors Road|Milford|Drive-thru|
Michigan|MedExpress|1261 North Telegraph Road|Monroe|Clinic|Daily 8AM—8PM
Michigan|Walmart|2150 N Telegraph Rd|Monroe|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Michigan|McLaren|1523 S. Mission Street|Mount Pleasant|Clinic|Mon—Fri 11AM—5PM; Sat—Sun 1PM—5PM
Michigan|Walmart|4730 Encore Blvd|Mount Pleasant|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Michigan|Walmart|3285 Henry St|Muskegon|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Michigan|CVS Health COVID-19 Testing Site|44300 5 Mile Road|Northville|Drive-thru|
Michigan|Walmart|26090 Ingersol Dr|Novi|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Michigan|MedExpress|3550 Pine Grove Ave|Port Huron|Clinic|Daily 8AM—8PM
Michigan|MedPost Urgent Care|3035 S. Rochester Road|Rochester Hills|Clinic|Daily 8AM—8PM
Michigan|Spectrum Health|8501 Meadow Creek Dr|Rockford|Drive-thru|
Michigan|MedPost Urgent Care|2140 E Twelve Mile Rd|Royal Oak|Clinic|Daily 8AM—8PM
Michigan|Project Baseline||Saginaw|Drive-thru|
Michigan|Rite Aid|4598 State Street|Saginaw|Drive-thru|
Michigan|CVS Health COVID-19 Testing Site|46960 Van Dyke Ave.|Shelby|Drive-thru|
Michigan|CVS Health COVID-19 Testing Site|2115 Twenty-Five Mile Road|Shelby Township|Drive-thru|
Michigan|MedPost Urgent Care|29628 Southfield Road|Southfield|Clinic|Daily 8AM—8PM
Michigan|CVS Health COVID-19 Testing Site|30920 Southfield Road|Southfield|Drive-thru|
Michigan|Walmart|15700 Northline Road|Southgate|Drive-thru|Mon - Fri 7 a.m. - 10 a.m.
Michigan|Project Baseline||Swartz Creek|Drive-thru|
Michigan|Rite Aid|9090 Miller Road|Swartz Creek|Drive-thru|9-5 daily
Michigan|Walmart|7555 Telegraph Rd|Taylor|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Michigan|Beaumont Health|750 Stephenson Hwy|Troy|Drive-thru|
Michigan|CVS Health COVID-19 Testing Site|1980 East Big Beaver Road|Troy|Drive-thru|
Michigan|CVS Health COVID-19 Testing Site|100 West Maple Road|Walled Lake|Drive-thru|
Michigan|Michigan Urgent Care|5800 Highland Road|Waterford|Clinic|Daily 8AM—8PM
Michigan|Helix Diagnostics|6620 Highland Road|Waterford|Drive-thru|M-F 9-4
Michigan|Michigan Urgent Care|"375 Eureka, Suite B"|Wyandotte|Clinic|Daily 8AM—8PM
Michigan|CVS Health COVID-19 Testing Site|5603 Byron Center Avenue SW|Wyoming|Drive-thru|
Michigan|Eastern Michigan University|900 Oakwood St|Ypsilanti|Drive-thru|
Michigan|Ford Elementary School|2440 E. Clark Rd|Ypsilanti|Drive-thru|10:00am-4:00pm
Minnesota|Mayo Clinic|1705 SE Broadway Ave|Albert Lea|Drive-thru|10-6 daily
Minnesota|Alomere Health|111 17th Ave E|Alexandria|Drive-thru|M-Sa 1-6; Su 1-3
Minnesota|Sanford Health|1527 Broadway St|Alexandria|Drive-thru|M-F 9-5; Sa 9-12
Minnesota|CVS Health COVID-19 Testing Site|657 East Main Street|Anoka|Drive-thru|
Minnesota|Independent|30 S Behl St|Appleton|Drive-thru|M-F 8-5
Minnesota|Mayo|510 2nd St NW|Austin|Drive-thru|daily 10-6
Minnesota|Essentia Health|13060 Isle Dr|Baxter|Drive-thru|M-F 8-7; wknd 9-3:30
Minnesota|Scenic Rivers Health Services|410 Second St NW|Big Falls|Drive-thru|MWF 8-5
Minnesota|Scenic Rivers Health Service|135 Pine Tree Dr|Bigfork|Drive-thru|M-F 8-5
Minnesota|CVS Health COVID-19 Testing Site|2357 108th Lane NE|Blaine|Drive-thru|
Minnesota|Allina Health|7920 Old Cedar Ave S|Bloomington|Drive-thru|M-F 8-4:30
Minnesota|Hennepin Healthcare|7650 Zane Ave North|Brooklyn Park|Walk-in|M-F 8-4
Minnesota|Partners in Pediatrics|8500 Edinbrook Parkway|Brooklyn Park|Walk-in|M-F 8-5
Minnesota|Allina Health|755 Crossroads Campus Dr|Buffalo|Drive-thru|M-F 8-4:30
Minnesota|Valley Medical and Wellness|2428 E 117th St|Burnsville|Drive-thru|M-F 8-5
Minnesota|Metropolitan Pediatric Specialists|14050 Nicollet Ave|Burnsville|Walk-in|M-F 8-5; Sun 10-1
Minnesota|Allina Health|701 S Dellwood St|Cambridge|Drive-thru|M-F 8-4:30
Minnesota|CVS Health COVID-19 Testing Site|7765 Galpin Boulevard|Chanhassen|Drive-thru|
Minnesota|Two Twelve Medical Center|111 Hundertmark Rd|Chaska|Walk-in|Call for times
Minnesota|Community Memorial|512 Skyline Blvd|Cloquet|Drive-thru|M-F 9-6
Minnesota|Scenic Rivers Health Services|10 5th Street SE|Cook|Drive-thru|M-F 8-5
Minnesota|Allina Health|9055 Springbrook Dr|Coon Rapids|Drive-thru|M-F 8-4:30
Minnesota|CVS Health COVID-19 Testing Site|10930 University Avenue NW|Coon Rapids|Drive-thru|
Minnesota|CVS Health COVID-19 Testing Site|2017 Coon Rapids Boulevard|Coon Rapids|Drive-thru|
Minnesota|Voyage Healthcare|5109 36th Ave N|Crystal|Walk-in|M-F 7:30-5
Minnesota|Deer River Hospital|115 10th Ave NE|Deer River|Drive-thru|daily 1-2
Minnesota|Essentia Health|225 Park St|Detroit Lakes|Drive-thru|M-F 9-4:30; wknds 10-4:30
Minnesota|Sanford Health – Detroit Lakes|1245 Washington Ave|Detroit Lakes|Drive-thru|M-F 8-5; Sa 8:30-5
Minnesota|Voyageur Bus Garage|141 South 59th Ave W|Duluth|Drive-thru|daily 9-6
Minnesota|CVS Health COVID-19 Testing Site|4241 Johnny Cake Ridge Road|Eagan|Drive-thru|
Minnesota|Sanford Health – East Grand Forks|621 Demers Ave|East Grand Forks|Drive-thru|M-F 9-4:30; wknds 10-4:30
Minnesota|MedExpress|16490 W. 78th St|Eden Prairie|Drive-thru|Daily 8-8
Minnesota|CVS Health COVID-19 Testing Site|8251 Columbine Road|Eden Prairie|Drive-thru|
Minnesota|Metropolitan Pediatric Specialists|6517 Drew Avenue S|Edina|Walk-in|M-F 8-5; Sat 9-noon
Minnesota|Lake Region Healthcare|1411 Highway 79 E|Elbow Lake|Drive-thru|M/W 8-8 T/Th/F 8-5 Sat 8-noon
Minnesota|Allina Health|100 State Ave|Faribault|Drive-thru|M-F 8-4:30
Minnesota|Lake Region Healthcare|712 Cascade St. S|Fergus Falls|Drive-thru|24/7
Minnesota|Scenic Rivers Health Services|810 Poplar St|Floodwood|Drive-thru|M-F 8-5
Minnesota|CVS Health COVID-19 Testing Site|1411 Vermillion Street|Hastings|Drive-thru|
Minnesota|St. Luke’s Respiratory Clinic @ Miller Creek Medical|4190 Loberg Ave|Hermantown|Drive-thru/Walk-in|Daily 8-5
Minnesota|MedExpress|4880 Central Ave. NE|Hilltop|Drive-thru|Daily 8-8
Minnesota|Children's Minnesota|14701 Victor Hugo Blvd N|Hugo|Walk-in|M-F 9-5
Minnesota|CVS Health COVID-19 Testing Site|2650 Rice Street|Little Canada|Drive-thru|
Minnesota|Allina Health|7840 Vinewood Ln N|Maple Grove|Drive-thru|M-F 8-4:30
Minnesota|Voyage Healthcare|9825 Hospital Drive|Maple Grove|Walk-in|M-F 7:30-5; Sat 8-noon
Minnesota|Avera Health System|1521 Carlson St|Marshall|Drive-thru|M-F 8-5; wknd 9-1
Minnesota|Valley Medical and Wellness|2200 E Franklin Ave Suite 199|Minneapolis|Drive-thru|M-F 8-5
Minnesota|Children's Minnesota|2530 Chicago Ave. S|Minneapolis|Walk-in|M-F 9-5
Minnesota|Penny George Institute for Health and Healing – Abbott Northwestern|2833 Chicago Ave|Minneapolis|Drive-thru|M-Th 8am-8:30pm; Sat 8-noon
Minnesota|Hennepin Healthcare|2810 Nicollet Ave|Minneapolis|Walk-in|M-F 8-4
Minnesota|Hennepin Healthcare|900 South 8th St|Minneapolis|Walk-in|M-F 8-4:30
Minnesota|North Memorial|4414 Humboldt Ave. N|Minneapolis|Walk-in|M-F 8-4
Minnesota|CVS Health COVID-19 Testing Site|3655 Central Avenue|Minneapolis|Drive-thru|
Minnesota|Lake Region Healthcare|24 East 7th St|Morris|Drive-thru|M-Th 8-5; F 8-3:30
Minnesota|CVS Health COVID-19 Testing Site|2800 County Road 10|Mounds View|Drive-thru|
Minnesota|CVS Health COVID-19 Testing Site|7932 27th Avenue North|New Hope|Drive-thru|
Minnesota|Entira Family Clinics|2601 Centennial Dr #100|North St Paul|Walk-in|M-F 7-5; F 7:30-5
Minnesota|Voyage Healthcare|Suite 300|Osseo|Walk-in|M-F 7:30-5
Minnesota|CVS Health COVID-19 Testing Site|4140 Road 101 North|Plymouth|Drive-thru|
Minnesota|Hennepin Healthcare|790 West 66th St|Richfield|Walk-in|M-F 8-4
Minnesota|CVS Health COVID-19 Testing Site|6540 Penn Avenue South|Richfield|Drive-thru|
Minnesota|Allina Health|1617 E Division St|River Falls|Drive-thru|M-F 8-4:30
Minnesota|North Memorial|3435 West Broadway Ave|Robbinsdale|Drive-thru|M-F 8-4
Minnesota|Olmsted Medical Center|1403 3rd Ave SE|Rochester|Drive-thru|M-F 9-5; wknds 10-4
Minnesota|Mayo Family Clinic NW|4111 US-52 North|Rochester|Drive-thru|
Minnesota|Allina Health|1601 St. Francis Ave|Shakopee|Drive-thru|M-F 8-4:30
Minnesota|Metropolitan Pediatric Specialists|1515 St. Francis Ave|Shakopee|Walk-in|M-F 8-5
Minnesota|Allina Health|4194 Lexington Ave N|Shoreview|Drive-thru|M-F 8-4:30
Minnesota|Allina Health Shoreview Clinic|4194 Lexington Ave N|Shoreview|Drive-thru|M-F 8-12
Minnesota|Sleepy Eye Medical Center|400 4th Ave NW|Sleepy Eye|Drive-thru|M-F 8-12
Minnesota|CVS Health COVID-19 Testing Site|2420 Division Street|St. Cloud|Drive-thru|
Minnesota|Park Nicollet Clinic|5050 Excelsior Blvd|St. Louis Park|Drive-thru|
Minnesota|Children's Minnesota|347 N. Smith Avenue|St. Paul|Walk-in|M-F 9-5
Minnesota|United Family Medicine|1026 West 7th Street|St. Paul|Walk-in|M-F 9-5
Minnesota|United Family Medicine|2423 West 7th Street|St. Paul|Walk-in|M-F 9-5
Minnesota|Open Cities Health Center|409 N Dunlap St|St. Paul|Drive-thru|"MWF 9-12, 1-4"
Minnesota|Scenic Rivers Health Services|"415 N 2nd St, Suite 2"|Tower|Drive-thru|M-F 8-5
Minnesota|Sanford Health – Ulen|108 Viking Ave W|Ulen|Drive-thru|MTh 8-5
Minnesota|Virginia Hospital|901 9th St N|Virginia|Drive-thru|daily 9-1
Minnesota|MedExpress|1963 Robert Street S|West St. Paul|Drive-thru|Daily 8-8
Minnesota|Children's Minnesota|963 S. Robert St.|West St. Paul|Walk-in|M-F 9-5
Minnesota|Sanford Health – Wheaton|401 12th St N|Wheaton|Drive-thru|M-F 8-5
Minnesota|Health Partners|1430 Hwy 96 E|White Bear Lake|Drive-thru|
Minnesota|CVS Health COVID-19 Testing Site|2730 County Road East|White Bear Lake|Drive-thru|
Minnesota|Valley Medical and Wellness|1789 Woodlane Dr suite a|Woodbury|Drive-thru|M-F 8-5
Minnesota|UR The Urgency Room|7030 Valley Creek Plaza|Woodbury|Drive-thru|Daily 11-9
Minnesota|CVS Health COVID-19 Testing Site|8468 Tamarack Road|Woodbury|Drive-thru|
Mississippi|Memorial Drinkwater Internal Medicine Walk-In Clinic|300 Drinkwater Drive|Bay St. Louis|Drive-thru|"M-F 8-5, S-S 9-8"
Mississippi|Singing River Health System Woolmarket Clinic|13034 Shriner’s Boulevard Suite B|Biloxi|Drive-thru|
Mississippi|Memorial Primary Care Cedar Lake|1756 Popps Ferry Rd.|Biloxi|Drive-thru|"M-F 8-5, S-S 9-3"
Mississippi|Memorial Hancock Family Practice|4433 Leisure Time Drive|Diamondhead|Drive-thru|"M-F 8-5, S-S 9-9"
Mississippi|Med Plus Urgent Care|407 Interchange Dr|Fulton|Drive-thru|"M-F 7-7, Sat 8-7, Sun 12-7"
Mississippi|Memorial Magnolia Grove Walk-In Clinic|4333 15th Street|Gulfport|Drive-thru|"M-F 8-5, S-S 9-5"
Mississippi|Cloverleaf Medical Plaza|5909 US Highway 49|Hattiesburg|Drive-thru|
Mississippi|Singing River Health System Hurley Clinic|7001 MS-614|Hurley|Drive-thru|
Mississippi|Walgreens|3445 Terry Rd|Jackson|Drive-thru|9am-5pm
Mississippi|Memorial Long Beach Walk-In|"5120 Beatline Rd., Ste. B"|Long Beach|Drive-thru|"M-F 8-5, S-S 9-6"
Mississippi|Former Sears Auto Center|1051 Bonita Lakes Cir|Meridian|Drive-thru|
Mississippi|Singing River Health System Ocean Springs Clinic|3109 Bienville Boulevard|Ocean Springs|Drive-thru|
Mississippi|Memorial Surgery Center of Ocean Springs|3882 Bienville Blvd|Ocean Springs|Drive-thru|"M-F 8-5, S-S 9-7"
Mississippi|Methodist Hospital-Olive Branch|4250 Bethel Road|Olive Branch|Drive-thru|
Mississippi|Singing River Health System Pascagoula Clinic|2819 Denny Ave|Pascagoula|Drive-thru|
Mississippi|Clarke County Emergency Management Agency|642 S Archusa Ave|Quitman|Drive-thru|May 8 8-8
Mississippi|Baptist Memorial Hospital – DeSoto|7601 Southcrest Parkway|Southaven|Drive-thru|
Mississippi|Med Plus Urgent Care|874 Barnes Crossing Rd|Tupelo|Drive-thru|"M-F 7-7, Sat 8-7, Sun 12-7"
Mississippi|Singing River Health System Vancleave Clinic|11700 MS-57|Vancleave|Drive-thru|
Mississippi|Memorial Stone County Medical Center|1440 E. Central Ave.|Wiggins|Drive-thru|"M-F 8-5, S-S 9-4"
Mississippi|Check website|||Drive-thru|1-day popups
Missouri|Total Access Urgent Care|9538 Gravois Rd|Affton|Walk-in|Daily 8-8
Missouri|CVS Health COVID-19 Testing Site|2120 Lone Star Drive|Arnold|Drive-thru|
Missouri|Total Access Urgent Care|13861 Manchester Rd|Ballwin|Walk-in|Daily 8-8
Missouri|CVS Health COVID-19 Testing Site|14400 Clayton Rd|Ballwin|Drive-thru|
Missouri|CareNow Urgent Care|1215 NE Coronado Dr|Blue Springs|Walk-in|M-F 8-8; S/S 8-7
Missouri|Saint Luke’s Health System|600 NE Adams Dairy Pkwy #200|Blue Springs|Drive-thru|
Missouri|CVS Health COVID-19 Testing Site|3201 South 7 Highway|Blue Springs|Drive-thru|
Missouri|Citizens Memorial Hospital|1125 N. Butterfield Road|Bolivar|Drive-thru|M-Sat 10-4
Missouri|Total Access Urgent Care|12409 St. Charles Rock Rd|Bridgeton|Walk-in|Daily 8-8
Missouri|CVS Health COVID-19 Testing Site|12380 St. Charles Rock Road|Bridgeton|Drive-thru|
Missouri|SSM Health St. Mary's Hospital - Centralia|400 N Pleasant Ave|Centralia|Drive-thru|
Missouri|Mercy Virtual Care Center|15740 S. Outer Forty Road|Chesterfield|Drive-thru|
Missouri|St. Luke's Hospital|"parking lot between the Mr. and Mrs. Theodore P. Desloge, Jr. Outpatient Center, Building B and St. Luke's Resource Center"|Chesterfield|Drive-thru|M-F 8-5
Missouri|Total Access Urgent Care|2501 Clarkson Rd|Chesterfield|Walk-in|Daily 8-8
Missouri|Boone Hospital Center|1504 E. Broadway|Columbia|Drive-thru|M-F 8-4:30; Sat 8-noon
Missouri|University of Missouri softball stadium parking lot|600 E Stadium Blvd|Columbia|Drive-thru|daily 7-7
Missouri|Total Access Urgent Care|10923 Olive Blvd|Creve Coeur|Walk-in|Daily 8-8
