State |Location |Address |City |Eligibility
Maine |Maine  Health |35  Medical  Center  Parkway |Augusta |
Maine |CVS  Health  COVID-19  Testing  Site |"24  Stone  Street,  Suite  120" |Augusta |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maine |Maine  General  Medical  Center |35  Medical  Center  Pkwy |Augusta |symptoms  +  calling  ahead
Maine |Convenient  MD |543  Broadway |Bangor |
Maine |Bass  Park |Bass  Park  Blvd |Bangor |pre-screen  by  provider
Maine |Cooper  Gilmore  Health  Center |17  Hancock  Street |Bar  Harbor |
Maine |Maine  Health |118  Northport  Avenue |Belfast |
Maine |Maine  Health |1  Medical  Center  Drive |Biddeford |
Maine |CVS  Health  COVID-19  Testing  Site |384  Elm  Street |Biddeford |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maine |Northern  Light  Blue  Hill  Hospital |57  Water  St |Blue  Hill |call  ahead  to  be  screened
Maine |Maine  Health |6  St  Andrews  LN |Boothbay  Harbor |
Maine |Bridgton  Hospital |10  Hospital  Drive |Bridgton |
Maine |Convenient  MD |193  Bath  Rd |Brunswick |
Maine |Calais  Regional  Hospital  Ambulance  Entrance |24  Hospital  Ln |Calais |
Maine |Maine  Health |35  Miles  St |Damariscotta |
Maine |Maine  Health |111  Franklin  Health  Commons |Farmington |
Maine |Maine  Health |2  Livewell  DR  -  North  Tower |Kennebunk |
Maine |Maine  Health |100  Campus  Avenue |Lewiston |
Maine |Maine  Urgent  Care |685  Sabattus  Street |Lewiston |Must  meet  CDC  testing  criteria
Maine |Maine  Health |3073  White  Mountain  HWY |North  Conway |
Maine |Maine  Health |3073  White  Mountain  Highway |North  Conway |
Maine |Maine  Health |181  Main  Street |Norway |
Maine |Anthem  Blue  Cross |2  Gannett  Drive |Portland |call  first  to  be  pre-screened
Maine |Convenient  MD |191  Marginal  Way |Portland |
Maine |Maine  Health |22  Bramhall  Street |Portland |
Maine |Maine  Health |335  Brighton  Avenue |Portland |
Maine |Mercy  Hospital's  Fore  River  campus |175  Fore  River  Pkwy  floor  1 |Portland |call  ahead  to  be  screened
Maine |CVS  Health  COVID-19  Testing  Site |111  Auburn  Street |Portland |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maine |Walgreens |701  Forest  Ave |Portland |No  appointment  needed.  A  valid  ID  is  required.  Bring  insurance  card  if  you  have  one.
Maine |Maine  Health |6  Glen  Cove  Drive |Rockport |
Maine |Maine  Health |655  Main  ST |Saco |
Maine |Convenient  MD |506  Main  Street |Saco |
Maine |Maine  Health |25A  June  ST  STE  011 |Sanford |
Maine |ClearChoiceMD  Urgent  Care |273  Payne  Road |Scarborough |Patients  encouraged  to  save  a  spot  online  or  schedule  a  virtual  visit
Maine |Redington-Fairview  General  Hospital |46  Fairview  Avenue |Skowhegan |
Maine |AFC  Urgent  Care  South  Portland |230  Waterman  Dr |South  Portland |
Maine |CVS  Health  COVID-19  Testing  Site |51  Market  Street |South  Portland |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maine |Maine  Urgent  Care |105  Topsham  Fair  Mall  Rd. |Topsham |Must  meet  CDC  testing  criteria
Maine |Inland  Hospital |200  Kennedy  Memorial  Dr |Waterville |pre-screen  by  provider  +  calling  ahead
Maine |Convenient  MD |950  Main  St. |Westbrook |
Maine |Maine  Health |123  Andover  Road |Westbrook |
Maine |York  Walk-In  Care |343  US  Route  1 |York |
Maryland |Department  of  Health  Annex  Building |1  Harry  S.  Truman  Parkway |Annapolis |appt  only
Maryland |Righttime  Medical  Care |2114  Generals  Highway |Annapolis |first  responders;  individuals  with  symptoms
Maryland |CVS  Health  COVID-19  Testing  Site |975  Bay  Ridge  Road |Annapolis |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |503  South  Cherry  Grove  Avenue |Annapolis |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |"1500  Ritchie  Highway,  SWC" |Arnold |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |2504  North  Charles  Street |Baltimore |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |2560  West  Franklin  Street |Baltimore |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |9519  Philadelphia  Road |Baltimore |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |11100  Baltimore  Avenue |Beltsville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |Johns  Hopkins  Suburban  Hospital |8600  Old  Georgetown  Rd. |Bethesda |Must  be  pre-screened  or  have  a  doctor's  referral
Maryland |Righttime  Medical  Care |4507  Stanford  Street |Bethesda |first  responders;  individuals  with  symptoms
Maryland |CVS  Health  COVID-19  Testing  Site |7809  Wisconsin  Avenue |Bethesda |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |1910  Crain  Highway |Bowie |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |6001  Highbridge  Road |Bowie |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |15600  Columbia  Pike |Burtonsville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |Righttime  Medical  Care |44980  St.  Andrew's  Church  Road |California |first  responders;  individuals  with  symptoms
Maryland |Your  Doc's  In  Urgent  Care |300  Sunburst  Hwy |Cambridge |
Maryland |CVS  Health  COVID-19  Testing  Site |4840  Marlboro  Pike |Capitol  Heights |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |9305-9  Harford  Road |Carney |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |Righttime  Medical  Care |6500  Baltimore  National  Pike |Catonsville |first  responders;  individuals  with  symptoms
Maryland |CVS  Health  COVID-19  Testing  Site |6383  Ten  Oaks  Road |Clarksville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |Walgreens |122  Cranbrook  Road |Cockeysville |No  appointment  needed.  A  valid  ID  is  required.  Bring  insurance  card  if  you  have  one.
Maryland |University  of  Maryland  Urgent  Care |5890  Waterloo  Road |Columbia |Must  be  evaluated  by  phone  first;  priority  is  given  to  high-risk  patients
Maryland |Righttime  Medical  Care |6334  Cedar  Lane |Columbia |first  responders;  individuals  with  symptoms
Maryland |CVS  Health  COVID-19  Testing  Site |5405  Lynx  Lane |Columbia |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |Righttime  Medical  Care |2225-D  Defense  Hwy |Crofton |first  responders;  individuals  with  symptoms
Maryland |Vehicle  Emissions  Site |721  E  Ordnance  Rd |Curtis  Bay |"people  with  symptoms  who  are  either  a  health-care  worker,  a  first-responder,  over  65  years  old,  live  in  group  homes  or  are  deemed  “medically  unstable”  by  their  doctor."
Maryland |Your  Doc's  In  Urgent  Care |8163  Ocean  Gateway |Easton |
Maryland |CVS  Health  COVID-19  Testing  Site |1013  Woodbridge  Center  Way |Edgewood |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |6040  Sykesville  Road |Eldersburg |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |Centennial  Medical  Group |8186  Lark  Brown  Rd |Elkridge |
Maryland |AllCare |9396  Baltimore  Natl  Pike |Ellicott  City |telemedicine  visit  first
Maryland |CVS  Health  COVID-19  Testing  Site |50  Eastern  Boulevard |Essex |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |228  Mountain  Road |Fallston |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |vehicle  emissions  site |1631  Robin  Cir  #3068 |Forest  Hill |"people  with  symptoms  who  are  either  a  health-care  worker,  a  first-responder,  over  65  years  old,  live  in  group  homes  or  are  deemed  “medically  unstable”  by  their  doctor."
Maryland |CVS  Health  COVID-19  Testing  Site |7012  Marlboro  Pike |Forestville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |11906  Livingston  Road |Fort  Washington |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |8201  Oxon  Hill  Road |Fort  Washington |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |Righttime  Medical  Care |201  Shorebird  St. |Frederick |first  responders;  individuals  with  symptoms
Maryland |CVS  Health  COVID-19  Testing  Site |2040  Rosemont  Avenue |Frederick |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |1460B  West  Patrick  Street |Frederick |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |8032  Liberty  Road |Frederick |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |8197  Westside  Boulevard |Fulton |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |Righttime  Medical  Care |882  Muddy  Branch  Road |Gaithersburg |first  responders;  individuals  with  symptoms
Maryland |CVS  Health  COVID-19  Testing  Site |12215  Darnestown  Road |Gaithersburg |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |Chesapeake  ERgent  Care |1071  MD-3  #101 |Gambrills |
Maryland |Upcounty  Regional  Services  Center |12900  Middlebrook  Road |Germantown |Appt  only;  PCP  referral
Maryland |Medical  Access |12321  Middlebrook  Rd |Germantown |
Maryland |Righttime  Medical  Care |19777  Frederick  Road |Germantown |first  responders;  individuals  with  symptoms
Maryland |CVS  Health  COVID-19  Testing  Site |12825  Wisteria  Drive |Germantown |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |19901  Frederick  Road |Germantown |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |7400  Ritchie  Highway |Glen  Burnie |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |8601  Martin  Luther  King  Jr.  Hwy. |Glenarden |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |5910  Greenbelt  Road |Greenbelt |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |Meritus  Health |24  N.  Walnut  Street |Hagerstown |Must  have  symptoms
Maryland |CVS  Health  COVID-19  Testing  Site |10  East  Wilson  Boulevard |Hagerstown |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |1503  Potomac  Avenue |Hagerstown |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |Meritus |13620  Crayton  Blvd. |Hagerstown |symptomatic
Maryland |Righttime  Medical  Care |7698  Dorchester  Blvd. |Hanover |first  responders;  individuals  with  symptoms
Maryland |CVS  Health  COVID-19  Testing  Site |7706  Milestone  Parkway |Hanover |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |1008  Pulaski  Highway |Havre  De  Grace |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |5621  Sargent  Road |Hyattsville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |7650  Port  Capital  Dr. |Jessup |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |Righttime  Medical  Care |500  Charles  Street |La  Plata |first  responders;  individuals  with  symptoms
Maryland |FedEx  Field |1600  Fedex  Way |Landover |appts  only;
Maryland |CVS  Health  COVID-19  Testing  Site |7401  Annapolis  Road |Landover  Hills |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |Doctors  Community  Hospital |8118  Good  Luck  Rd |Lanham |
Maryland |CVS  Health  COVID-19  Testing  Site |8201  Annapolis  Road |New  Carrolton |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |5414  Rotary  Avenue |New  Market |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |4140  Joppa  Road |Nottingham |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |Your  Doc's  In  Urgent  Care |12385  Ocean  Gateway |Ocean  City |
Maryland |CVS  Health  COVID-19  Testing  Site |12001  Coastal  Highway |Ocean  City |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |1102  Annapolis  Road |Odenton |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |Righttime  Medical  Care |18045  Georgia  Ave |Olney |first  responders;  individuals  with  symptoms
Maryland |Owings  Mills  Vehicle  Emissions  Inspection  Program |11510  Cronridge  Dr |Owings  Mills |referral;  appt  only
Maryland |CVS  Health  COVID-19  Testing  Site |10201  Reisterstown  Road |Owings  Mills |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |Righttime  Medical  Care |8125-H  Ritchie  Hwy. |Pasadena |first  responders;  individuals  with  symptoms
Maryland |CVS  Health  COVID-19  Testing  Site |8501  Fort  Smallwood  Road |Pasadena |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |9820  Belair  Road |Perry  Hall |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |Righttime  Medical  Care |1807  Reisterstown  Road |Pikesville |first  responders;  individuals  with  symptoms
Maryland |Your  Doc's  In  Urgent  Care |1511  Ocean  Hwy |Pocomoke |
Maryland |Righttime  Medical  Care |"350  Fortune  Terrace,  Suite  D" |Potomac |first  responders;  individuals  with  symptoms
Maryland |Liberty  Family  Resource  Center |3525  Resource  Dr |Randallstown |referral;  appt  only
Maryland |PM  Pediatrics |12254  Rockville  Pike |Rockville |folks  26  and  under  +  household  members/frontline  workers;  pre  registered  as  patients
Maryland |Physicians  Now  Urgent  Care |15215  Shady  Grove  Road |Rockville |
Maryland |Righttime  Medical  Care |12220  Rockville  Pike |Rockville |first  responders;  individuals  with  symptoms
Maryland |CVS  Health  COVID-19  Testing  Site |1580  Rockville  Pike |Rockville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |20  Upper  Rock  Circle |Rockville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |360  Hungerford  Dr. |Rockville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |799  Rockville  Pike |Rockville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |Your  Doc's  In  Urgent  Care |2425  N.  Salisbury  Blvd |Salisbury |Anyone  who  meets  mandatory  guidelines
Maryland |Your  Doc's  In  Urgent  Care |1135  S.  Salisbury  Blvd |Salisbury |
Maryland |CVS  Health  COVID-19  Testing  Site |1016  South  Salisbury  Boulevard |Salisbury |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |7851  Telegraph  Road |Severn |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |2600  Annapolis  Road |Severn |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |157  Ritchie  Highway |Severna  Park |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |Vehicle  emissions  site |2121  Industrial  Parkway |Silver  Spring |PCP  referral
Maryland |Righttime  Medical  Care |20  University  Boulevard  East |Silver  Spring |first  responders;  individuals  with  symptoms
Maryland |CVS  Health  COVID-19  Testing  Site |3714  Branch  Avenue |Temple  Hills |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |Maryland  State  Fairgrounds |2200  York  Rd |Timonium |referral;  appt  only
Maryland |Righttime  Medical  Care |7825  York  Road |Towson |first  responders;  individuals  with  symptoms
Maryland |CVS  Health  COVID-19  Testing  Site |5100  Brown  Station  Road |Upper  Marlboro |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |7600  SE  Crain  Highway |Upper  Marlboro |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |3350  Worthington  Road |Urbana |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |Righttime  Medical  Care |3350  Crain  Hwy. |Waldorf |first  responders;  individuals  with  symptoms
Maryland |CVS  Health  COVID-19  Testing  Site |3061  Technology  Place |Waldorf |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |3855  Leonardtown  Road |Waldorf |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |vehicle  emissions  site |28  Henry  Ford  Cir  #2787 |Waldorf |"people  with  symptoms  who  are  either  a  health-care  worker,  a  first-responder,  over  65  years  old,  live  in  group  homes  or  are  deemed  “medically  unstable”  by  their  doctor."
Maryland |CVS  Health  COVID-19  Testing  Site |11190  Viers  Mill  Road |Wheaton |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Maryland |CVS  Health  COVID-19  Testing  Site |4200  Altamont  Place |White  Plains |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |Sturdy  Memorial  Urgent |266  Washington  St |Attleboro |"Sturdy  Memorial  patients,  appointment  only"
Massachusetts |Capecode  Community  College |"2240  Iyannough  Rd,  West" |Barnstable |
Massachusetts |American  Family  Urgent  Care |154  Great  Road |Bedford |
Massachusetts |Bellingham  Urgent  Care |1  Wrentham  Street |Bellingham |
Massachusetts |Convenient  MD |245  Hartford  Ave |Bellingham |
Massachusetts |CVS  Health  COVID-19  Testing  Site |370  Pulaski  Boulevard |Bellingham |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |American  Family  Care |50  Dodge  St |Beverly |
Massachusetts |Care  Well  Urgent  Care |510  Boston  Road |Billerica |
Massachusetts |One  Medical |185  Dartmouth  Street  Suite  603 |Boston |
Massachusetts |Dimock  Health  Center |55  Dimock  St |Boston |
Massachusetts |Josiah  Quincy  School |885  Washington  Street |Boston |
Massachusetts |One  Medical |28  State  Street  Suite  2860 |Boston |
Massachusetts |Fenway  Health |1340  Boylston  Street |Boston |
Massachusetts |Fenway  Health |142  Berkeley  Street |Boston |
Massachusetts |Fenway  Health |75  Kneeland  Street |Boston |
Massachusetts |Brigham  and  Women’s  Hospital  -  ambulance  bay |75  Francis  St |Boston |
Massachusetts |Suffolk  Downs |525  William  F  McClellan  Hwy |Boston |first  responders  only
Massachusetts |Suffolk  Downs  Race  Track |525  William  F  McClellan  Hwy |Boston |first  responders  only
Massachusetts |CVS  Health  COVID-19  Testing  Site |178  Washington  Street |Braintree |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |Care  Central |233  Broad  Street |Bridgewater |
Massachusetts |CVS  Health  COVID-19  Testing  Site |9-19  Summer  Street |Bridgewater |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |Brockton  High  School |470  Forest  Ave |Brockton |call  ahead
Massachusetts |Walmart |700  Oak  St |Brockton |
Massachusetts |American  Family  Urgent  Care |90  Middlesex  Tpke |Burlington |
Massachusetts |First  Church  Cambridge |11  Garden  Street |Cambridge |
Massachusetts |Jefferson  Park  Clinic |266-B  Rindge  Avenue |Cambridge |
Massachusetts |Millers  Rivers  Apartment |661  Cambridge  Street |Cambridge |
Massachusetts |Pisani  Center |131  Washington  Street |Cambridge |
Massachusetts |Care  Well  Urgent  Care |1400  Cambridge  Street |Cambridge |
Massachusetts |Care  Well  Urgent  Care |601-603  Concord  Ave |Cambridge |
Massachusetts |CVS  Health  COVID-19  Testing  Site |100D  North  Main  Street |Carver |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |CVS  Health  COVID-19  Testing  Site |142  Worcester  Road |Charlton |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |Beth  Israel  Deaconess  HealthCare-Chelsea |1000  Broadway |Chelsea |
Massachusetts |CVS  Health  COVID-19  Testing  Site |1010  Revere  Beach  Parkway |Chelsea |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |One  Medical |199  Boylston  St |Chestnut  Hill |appt  only
Massachusetts |Physician  One  Urgent  Care |1210  Boylston  Street |Chestnut  Hill |
Massachusetts |MedExpress |1505  Memorial  Drive |Chicopee |
Massachusetts |CVS  Health  COVID-19  Testing  Site |235  Center  Street |Chicopee |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |Ocean  State  Healthcare |2140  Mendon  Rd. |Cumberland |
Massachusetts |CVS  Health  COVID-19  Testing  Site |311  Newbury  Street |Danvers |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |Pediatrics  Urgent  Care |719  Providence  Highway |Dedham |
Massachusetts |Daniel  Driscoll  –  Neponset  Health  Center |398  Neponset  Avenue |Dorchester |
Massachusetts |DotHouse  Health |1353  Dorchester  Ave |Dorchester |
Massachusetts |Codman  Square  Health  Center |637  Washington  Street |Dorchester |
Massachusetts |Upham's  Corner  Health  Center |415  Columbia  Rd |Dorchester |
Massachusetts |Bowdoin  Street  Health  Center |230  Bowdoin  Street |Dorchester |
Massachusetts |Harvard  Street  Neighborhood  Health  center |632  Blue  Hill  Ave |Dorchester |
Massachusetts |CVS  Health  COVID-19  Testing  Site |4  Broadway  Road |Dracut |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |CVS  Health  COVID-19  Testing  Site |419  East  Falmouth  Highway |East  Falmouth |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |Falmouth  Hospital |100  Ter  Heun  Drive |Falmouth |
Massachusetts |Convenient  MD |40  Davis  Straits |Falmouth |
Massachusetts |Care  Well  Urgent  Care |380  John  Fitch  Highway |Fitchburg |
Massachusetts |CareWell  Urgent  Care  –  Framingham |50  Worcester  Rd  #3 |Framingham |Call  first
Massachusetts |Convenient  MD |236  Cochituate  Road |Framingham |
Massachusetts |Care  Well  Urgent  Care |50  Worcester  Road  (Rt  9) |Framingham |
Massachusetts |Care  Spot |"648  Old  West  Central  Street,  Suite  C" |Franklin |
Massachusetts |Baystate  Health |164  High  Street |Greenfield |
Massachusetts |CVS  Health  COVID-19  Testing  Site |150  Lafayette  Square |Haverhill |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |CVS  Health  COVID-19  Testing  Site |480  North  Franklin  Street |Holbrook |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |CVS  Health  COVID-19  Testing  Site |842  South  Franklin  Street |Holbrook |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |CVS  Health  COVID-19  Testing  Site |250  Whiting  Farms  Road |Holyoke |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |Manet  Community  Health  Center |180  George  Washington  Boulevard |Hull |
Massachusetts |Harbor  Community  Health  Center  –  Hyannis |735  Attucks  Ln |Hyannis |
Massachusetts |CVS  Health  COVID-19  Testing  Site |114  Central  Street |Ipswich |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |Lawrence  General  Hospital |70  General  Street |Lawrence |
Massachusetts |CVS  Health  COVID-19  Testing  Site |246  Mill  Street |Leominster |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |Care  Well  Urgent  Care |58  Bedford  Street |Lexington |
Massachusetts |CVS  Health  COVID-19  Testing  Site |32  Reiss  Ave |Lowell |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |Lynn  Community  Health |9  Buffum  St |Lynn |
Massachusetts |Pediatric  Healthcare  Associates |225  Boston  Street |Lynn |
Massachusetts |CVS  Health  COVID-19  Testing  Site |1080  Eastern  Avenue |Malden |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |CVS  Health  COVID-19  Testing  Site |32  Ferry  Street |Malden |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |Care  Well  Urgent  Care |757  Boston  Post  Road  East |Marlborough |
Massachusetts |Marlborough  Hospital |157  Union  Street |Marlborough |
Massachusetts |Physician  One  Urgent  Care |4110  Mystic  Valley  Parkway |Medford |
Massachusetts |Pediatric  Healthcare  Associates |467  Rear  Main  Street |Melrose |
Massachusetts |American  Family  Urgent  Care |380R  Merrimack  St. |Methuen |
Massachusetts |Middleton  Family  Medicine |147  South  Main  Street |Middleton |
Massachusetts |Walgreens |5  Medway  Road |Milford |No  appointment  needed.  A  valid  ID  is  required.  Bring  insurance  card  if  you  have  one.
Massachusetts |American  Family  Urgent  Care |129  Turnpike  St. |N.  Andover |
Massachusetts |Nantucket  Cottage  Hospital |57  Prospect  Street |Nantucket |
Massachusetts |Natick  Urgent  Care |4  Mercer  Road |Natick |
Massachusetts |Care  Well  Urgent  Care |922  Highland  Avenue |Needham |
Massachusetts |CVS  Health  COVID-19  Testing  Site |136  Ashley  Boulevard |New  Bedford |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |Convenient  MD |"35  Storey  Ave,  Unit  1" |Newburyport |
Massachusetts |CVS  Health  COVID-19  Testing  Site |109  Main  Street |North  Andover |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |North  Attleboro  Urgent  Care |40  Cumberland  Ave  (RT.1) |North  Attleboro |
Massachusetts |Care  Central |682  Depot  Street |North  Easton |
Massachusetts |CVS  Health  COVID-19  Testing  Site |366  King  Street |Northampton |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |Care  Spot |10002  Shops  Way |Northborough |
Massachusetts |Care  Well  Urgent  Care |333  Southwest  Cutoff |Northborough |
Massachusetts |South  Shore  Health |143  Longwater  Drive |Norwell |
Massachusetts |Care  Well  Urgent  Care |42  Washington  St. |Norwell |
Massachusetts |Norwood  Urgent  Care |1210  Providence  Highway |Norwood |
Massachusetts |Care  Well  Urgent  Care |229  Andover  Street  (Rt  114) |Peabody |
Massachusetts |Pediatric  Healthcare  Associates |10  Centennial  Drive |Peabody |
Massachusetts |Convenient  MD |296  Old  Oak  Street |Pembroke |
Massachusetts |CVS  Health  COVID-19  Testing  Site |107  West  Street |Pittsfield |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |Convenient  MD |86  Taunton  Street |Plainville |
Massachusetts |Walmart |300  Colony  Place  Rd |Plymouth |
Massachusetts |Manet  Community  Health  Center |110  West  Squantum  Street |Quincy |
Massachusetts |Quincy  Medical  Center |114  Whitwell  St |Quincy |
Massachusetts |Manet  Community  Health  Center |9  Bicknell  Street |Quincy |
Massachusetts |Manet  Community  Health  Center |1193  Sea  Street |Quincy |
Massachusetts |ConvenientMD |"479  Washington  Street,  Suite  2" |Quincy |call  first  to  be  pre-screened
