State |Location |Address |City |Phone Number
Maryland |CVS Health COVID-19 Testing Site |1910 Crain Highway |Bowie |N/A
Maryland |CVS Health COVID-19 Testing Site |6001 Highbridge Road |Bowie |N/A
Maryland |CVS Health COVID-19 Testing Site |15600 Columbia Pike |Burtonsville |N/A
Maryland |Righttime Medical Care |44980 St. Andrew's Church Road |California |888-808-6483
Maryland |Your Doc's In Urgent Care |300 Sunburst Hwy |Cambridge |877-222-4937
Maryland |CVS Health COVID-19 Testing Site |4840 Marlboro Pike |Capitol Heights |N/A
Maryland |CVS Health COVID-19 Testing Site |9305-9 Harford Road |Carney |N/A
Maryland |Righttime Medical Care |6500 Baltimore National Pike |Catonsville |888-808-6483
Maryland |CVS Health COVID-19 Testing Site |6383 Ten Oaks Road |Clarksville |N/A
Maryland |Walgreens |122 Cranbrook Road |Cockeysville |N/A
Maryland |University of Maryland Urgent Care |5890 Waterloo Road |Columbia |667-214-2100
Maryland |Righttime Medical Care |6334 Cedar Lane |Columbia |888-808-6483
Maryland |CVS Health COVID-19 Testing Site |5405 Lynx Lane |Columbia |N/A
Maryland |Righttime Medical Care |2225-D Defense Hwy |Crofton |888-808-6483
Maryland |Vehicle Emissions Site |721 E Ordnance Rd |Curtis Bay |N/A
Maryland |Your Doc's In Urgent Care |8163 Ocean Gateway |Easton |877-222-4936
Maryland |CVS Health COVID-19 Testing Site |1013 Woodbridge Center Way |Edgewood |N/A
Maryland |CVS Health COVID-19 Testing Site |6040 Sykesville Road |Eldersburg |N/A
Maryland |Centennial Medical Group |8186 Lark Brown Rd |Elkridge |410-730-3399
Maryland |AllCare |9396 Baltimore Natl Pike |Ellicott City |N/A
Maryland |CVS Health COVID-19 Testing Site |50 Eastern Boulevard |Essex |N/A
Maryland |CVS Health COVID-19 Testing Site |228 Mountain Road |Fallston |N/A
Maryland |vehicle emissions site |1631 Robin Cir #3068 |Forest Hill |N/A
Maryland |CVS Health COVID-19 Testing Site |7012 Marlboro Pike |Forestville |N/A
Maryland |CVS Health COVID-19 Testing Site |11906 Livingston Road |Fort Washington |N/A
Maryland |CVS Health COVID-19 Testing Site |8201 Oxon Hill Road |Fort Washington |N/A
Maryland |Righttime Medical Care |201 Shorebird St. |Frederick |888-808-6483
Maryland |CVS Health COVID-19 Testing Site |2040 Rosemont Avenue |Frederick |N/A
Maryland |CVS Health COVID-19 Testing Site |1460B West Patrick Street |Frederick |N/A
Maryland |CVS Health COVID-19 Testing Site |8032 Liberty Road |Frederick |N/A
Maryland |CVS Health COVID-19 Testing Site |8197 Westside Boulevard |Fulton |N/A
Maryland |Righttime Medical Care |882 Muddy Branch Road |Gaithersburg |888-808-6483
Maryland |CVS Health COVID-19 Testing Site |12215 Darnestown Road |Gaithersburg |N/A
Maryland |Chesapeake ERgent Care |1071 MD-3 #101 |Gambrills |N/A
Maryland |Upcounty Regional Services Center |12900 Middlebrook Road |Germantown |240-777-1755
Maryland |Medical Access |12321 Middlebrook Rd |Germantown |301-273-7549
Maryland |Righttime Medical Care |19777 Frederick Road |Germantown |888-808-6483
Maryland |CVS Health COVID-19 Testing Site |12825 Wisteria Drive |Germantown |N/A
Maryland |CVS Health COVID-19 Testing Site |19901 Frederick Road |Germantown |N/A
Maryland |CVS Health COVID-19 Testing Site |7400 Ritchie Highway |Glen Burnie |N/A
Maryland |CVS Health COVID-19 Testing Site |8601 Martin Luther King Jr. Hwy. |Glenarden |N/A
Maryland |CVS Health COVID-19 Testing Site |5910 Greenbelt Road |Greenbelt |N/A
Maryland |Meritus Health |24 N. Walnut Street |Hagerstown |301-790-8000
Maryland |CVS Health COVID-19 Testing Site |10 East Wilson Boulevard |Hagerstown |N/A
Maryland |CVS Health COVID-19 Testing Site |1503 Potomac Avenue |Hagerstown |N/A
Maryland |Meritus |13620 Crayton Blvd. |Hagerstown |N/A
Maryland |Righttime Medical Care |7698 Dorchester Blvd. |Hanover |888-808-6483
Maryland |CVS Health COVID-19 Testing Site |7706 Milestone Parkway |Hanover |N/A
Maryland |CVS Health COVID-19 Testing Site |1008 Pulaski Highway |Havre De Grace |N/A
Maryland |CVS Health COVID-19 Testing Site |5621 Sargent Road |Hyattsville |N/A
Maryland |CVS Health COVID-19 Testing Site |7650 Port Capital Dr. |Jessup |N/A
Maryland |Righttime Medical Care |500 Charles Street |La Plata |888-808-6483
Maryland |FedEx Field |1600 Fedex Way |Landover |301-883-6627
Maryland |CVS Health COVID-19 Testing Site |7401 Annapolis Road |Landover Hills |N/A
Maryland |Doctors Community Hospital |8118 Good Luck Rd |Lanham |N/A
Maryland |CVS Health COVID-19 Testing Site |8201 Annapolis Road |New Carrolton |N/A
Maryland |CVS Health COVID-19 Testing Site |5414 Rotary Avenue |New Market |N/A
Maryland |CVS Health COVID-19 Testing Site |4140 Joppa Road |Nottingham |N/A
Maryland |Your Doc's In Urgent Care |12385 Ocean Gateway |Ocean City |877-222-4939
Maryland |CVS Health COVID-19 Testing Site |12001 Coastal Highway |Ocean City |N/A
Maryland |CVS Health COVID-19 Testing Site |1102 Annapolis Road |Odenton |N/A
Maryland |Righttime Medical Care |18045 Georgia Ave |Olney |888-808-6483
Maryland |Owings Mills Vehicle Emissions Inspection Program |11510 Cronridge Dr |Owings Mills |410-887-3816
Maryland |CVS Health COVID-19 Testing Site |10201 Reisterstown Road |Owings Mills |N/A
Maryland |Righttime Medical Care |8125-H Ritchie Hwy. |Pasadena |888-808-6483
Maryland |CVS Health COVID-19 Testing Site |8501 Fort Smallwood Road |Pasadena |N/A
Maryland |CVS Health COVID-19 Testing Site |9820 Belair Road |Perry Hall |N/A
Maryland |Righttime Medical Care |1807 Reisterstown Road |Pikesville |888-808-6483
Maryland |Your Doc's In Urgent Care |1511 Ocean Hwy |Pocomoke |877-222-4938
Maryland |Righttime Medical Care |"350 Fortune Terrace, Suite D" |Potomac |888-808-6483
Maryland |Liberty Family Resource Center |3525 Resource Dr |Randallstown |410-887-3816
Maryland |PM Pediatrics |12254 Rockville Pike |Rockville |(301) 230-2767
Maryland |Physicians Now Urgent Care |15215 Shady Grove Road |Rockville |301-637-5328
Maryland |Righttime Medical Care |12220 Rockville Pike |Rockville |888-808-6483
Maryland |CVS Health COVID-19 Testing Site |1580 Rockville Pike |Rockville |N/A
Maryland |CVS Health COVID-19 Testing Site |20 Upper Rock Circle |Rockville |N/A
Maryland |CVS Health COVID-19 Testing Site |360 Hungerford Dr. |Rockville |N/A
Maryland |CVS Health COVID-19 Testing Site |799 Rockville Pike |Rockville |N/A
Maryland |Your Doc's In Urgent Care |2425 N. Salisbury Blvd |Salisbury |877-222-4934
Maryland |Your Doc's In Urgent Care |1135 S. Salisbury Blvd |Salisbury |877-222-4935
Maryland |CVS Health COVID-19 Testing Site |1016 South Salisbury Boulevard |Salisbury |N/A
Maryland |CVS Health COVID-19 Testing Site |7851 Telegraph Road |Severn |N/A
Maryland |CVS Health COVID-19 Testing Site |2600 Annapolis Road |Severn |N/A
Maryland |CVS Health COVID-19 Testing Site |157 Ritchie Highway |Severna Park |N/A
Maryland |Vehicle emissions site |2121 Industrial Parkway |Silver Spring |240-777-1755
Maryland |Righttime Medical Care |20 University Boulevard East |Silver Spring |888-808-6483
Maryland |CVS Health COVID-19 Testing Site |3714 Branch Avenue |Temple Hills |N/A
Maryland |Maryland State Fairgrounds |2200 York Rd |Timonium |410-887-3816
Maryland |Righttime Medical Care |7825 York Road |Towson |888-808-6483
Maryland |CVS Health COVID-19 Testing Site |5100 Brown Station Road |Upper Marlboro |N/A
Maryland |CVS Health COVID-19 Testing Site |7600 SE Crain Highway |Upper Marlboro |N/A
Maryland |CVS Health COVID-19 Testing Site |3350 Worthington Road |Urbana |N/A
Maryland |Righttime Medical Care |3350 Crain Hwy. |Waldorf |888-808-6483
Maryland |CVS Health COVID-19 Testing Site |3061 Technology Place |Waldorf |N/A
Maryland |CVS Health COVID-19 Testing Site |3855 Leonardtown Road |Waldorf |N/A
Maryland |vehicle emissions site |28 Henry Ford Cir #2787 |Waldorf |N/A
Maryland |CVS Health COVID-19 Testing Site |11190 Viers Mill Road |Wheaton |N/A
Maryland |CVS Health COVID-19 Testing Site |4200 Altamont Place |White Plains |N/A
Massachusetts |Sturdy Memorial Urgent |266 Washington St |Attleboro |N/A
Massachusetts |Capecode Community College |"2240 Iyannough Rd, West" |Barnstable |1-844-ASK-CCHC
Massachusetts |American Family Urgent Care |154 Great Road |Bedford |781-430-8161
Massachusetts |Bellingham Urgent Care |1 Wrentham Street |Bellingham |508-488-5488
Massachusetts |Convenient MD |245 Hartford Ave |Bellingham |774-295-4355
Massachusetts |CVS Health COVID-19 Testing Site |370 Pulaski Boulevard |Bellingham |N/A
Massachusetts |American Family Care |50 Dodge St |Beverly |(978) 922 – 2171
Massachusetts |Care Well Urgent Care |510 Boston Road |Billerica |800-659-5411
Massachusetts |One Medical |185 Dartmouth Street Suite 603 |Boston |617-224-5351
Massachusetts |Dimock Health Center |55 Dimock St |Boston |617-442-8800 ext. 2683
Massachusetts |Josiah Quincy School |885 Washington Street |Boston |617-636-0019
Massachusetts |One Medical |28 State Street Suite 2860 |Boston |617-903-5000
Massachusetts |Fenway Health |1340 Boylston Street |Boston |617.927.6000
Massachusetts |Fenway Health |142 Berkeley Street |Boston |617.927.6000
Massachusetts |Fenway Health |75 Kneeland Street |Boston |617.927.6000
Massachusetts |Brigham and Women’s Hospital - ambulance bay |75 Francis St |Boston |N/A
Massachusetts |Suffolk Downs |525 William F McClellan Hwy |Boston |N/A
Massachusetts |Suffolk Downs Race Track |525 William F McClellan Hwy |Boston |N/A
Massachusetts |CVS Health COVID-19 Testing Site |178 Washington Street |Braintree |N/A
Massachusetts |Care Central |233 Broad Street |Bridgewater |(508) 807-5265
Massachusetts |CVS Health COVID-19 Testing Site |9-19 Summer Street |Bridgewater |N/A
Massachusetts |Brockton High School |470 Forest Ave |Brockton |844-483-7819
Massachusetts |Walmart |700 Oak St |Brockton |N/A
Massachusetts |American Family Urgent Care |90 Middlesex Tpke |Burlington |781-270-4700
Massachusetts |First Church Cambridge |11 Garden Street |Cambridge |617-665-3795
Massachusetts |Jefferson Park Clinic |266-B Rindge Avenue |Cambridge |617-665-3795
Massachusetts |Millers Rivers Apartment |661 Cambridge Street |Cambridge |617-665-3795
Massachusetts |Pisani Center |131 Washington Street |Cambridge |617-665-3795
Massachusetts |Care Well Urgent Care |1400 Cambridge Street |Cambridge |800-659-5411
Massachusetts |Care Well Urgent Care |601-603 Concord Ave |Cambridge |800-659-5411
Massachusetts |CVS Health COVID-19 Testing Site |100D North Main Street |Carver |N/A
Massachusetts |CVS Health COVID-19 Testing Site |142 Worcester Road |Charlton |N/A
Massachusetts |Beth Israel Deaconess HealthCare-Chelsea |1000 Broadway |Chelsea |617-975-6060
Massachusetts |CVS Health COVID-19 Testing Site |1010 Revere Beach Parkway |Chelsea |N/A
Massachusetts |One Medical |199 Boylston St |Chestnut Hill |1-888-ONEMED1
Massachusetts |Physician One Urgent Care |1210 Boylston Street |Chestnut Hill |617.608.3215
Massachusetts |MedExpress |1505 Memorial Drive |Chicopee |413-533-3049
Massachusetts |CVS Health COVID-19 Testing Site |235 Center Street |Chicopee |N/A
Massachusetts |Ocean State Healthcare |2140 Mendon Rd. |Cumberland |(401) 642-2072
Massachusetts |CVS Health COVID-19 Testing Site |311 Newbury Street |Danvers |N/A
Massachusetts |Pediatrics Urgent Care |719 Providence Highway |Dedham |781.461.6767
Massachusetts |Daniel Driscoll – Neponset Health Center |398 Neponset Avenue |Dorchester |(617) 282-3200
Massachusetts |DotHouse Health |1353 Dorchester Ave |Dorchester |(617) 288-3230
Massachusetts |Codman Square Health Center |637 Washington Street |Dorchester |(617) 825-9660
Massachusetts |Upham's Corner Health Center |415 Columbia Rd |Dorchester |617-287-8000
Massachusetts |Bowdoin Street Health Center |230 Bowdoin Street |Dorchester |617-754-0100
Massachusetts |Harvard Street Neighborhood Health center |632 Blue Hill Ave |Dorchester |617-825-3400
Massachusetts |CVS Health COVID-19 Testing Site |4 Broadway Road |Dracut |N/A
Massachusetts |CVS Health COVID-19 Testing Site |419 East Falmouth Highway |East Falmouth |N/A
Massachusetts |Falmouth Hospital |100 Ter Heun Drive |Falmouth |1-844-ASK-CCHC
Massachusetts |Convenient MD |40 Davis Straits |Falmouth |774-255-3010
Massachusetts |Care Well Urgent Care |380 John Fitch Highway |Fitchburg |800-659-5411
Massachusetts |CareWell Urgent Care – Framingham |50 Worcester Rd #3 |Framingham |508-861-7375
Massachusetts |Convenient MD |236 Cochituate Road |Framingham |774-244-3227
Massachusetts |Care Well Urgent Care |50 Worcester Road (Rt 9) |Framingham |800-659-5411
Massachusetts |Care Spot |"648 Old West Central Street, Suite C" |Franklin |508-507-2474
Massachusetts |Baystate Health |164 High Street |Greenfield |413-795-TEST
Massachusetts |CVS Health COVID-19 Testing Site |150 Lafayette Square |Haverhill |N/A
Massachusetts |CVS Health COVID-19 Testing Site |480 North Franklin Street |Holbrook |N/A
Massachusetts |CVS Health COVID-19 Testing Site |842 South Franklin Street |Holbrook |N/A
Massachusetts |CVS Health COVID-19 Testing Site |250 Whiting Farms Road |Holyoke |N/A
Massachusetts |Manet Community Health Center |180 George Washington Boulevard |Hull |(781) 925-4550
Massachusetts |Harbor Community Health Center – Hyannis |735 Attucks Ln |Hyannis |(508) 778-5420
Massachusetts |CVS Health COVID-19 Testing Site |114 Central Street |Ipswich |N/A
Massachusetts |Lawrence General Hospital |70 General Street |Lawrence |978-683-4000
Massachusetts |CVS Health COVID-19 Testing Site |246 Mill Street |Leominster |N/A
Massachusetts |Care Well Urgent Care |58 Bedford Street |Lexington |800-659-5411
Massachusetts |CVS Health COVID-19 Testing Site |32 Reiss Ave |Lowell |N/A
Massachusetts |Lynn Community Health |9 Buffum St |Lynn |781-581-3900
Massachusetts |Pediatric Healthcare Associates |225 Boston Street |Lynn |781-599-1134
Massachusetts |CVS Health COVID-19 Testing Site |1080 Eastern Avenue |Malden |N/A
Massachusetts |CVS Health COVID-19 Testing Site |32 Ferry Street |Malden |N/A
Massachusetts |Care Well Urgent Care |757 Boston Post Road East |Marlborough |800-659-5411
Massachusetts |Marlborough Hospital |157 Union Street |Marlborough |855-862-7763
Massachusetts |Physician One Urgent Care |4110 Mystic Valley Parkway |Medford |781.874.9399
Massachusetts |Pediatric Healthcare Associates |467 Rear Main Street |Melrose |781-665-5131
Massachusetts |American Family Urgent Care |380R Merrimack St. |Methuen |978-975-0700
Massachusetts |Middleton Family Medicine |147 South Main Street |Middleton |978-774-2555
Massachusetts |Walgreens |5 Medway Road |Milford |N/A
Massachusetts |American Family Urgent Care |129 Turnpike St. |N. Andover |978-470-0800
Massachusetts |Nantucket Cottage Hospital |57 Prospect Street |Nantucket |(508) 825-8100
Massachusetts |Natick Urgent Care |4 Mercer Road |Natick |508-318-4466
Massachusetts |Care Well Urgent Care |922 Highland Avenue |Needham |800-659-5411
Massachusetts |CVS Health COVID-19 Testing Site |136 Ashley Boulevard |New Bedford |N/A
Massachusetts |Convenient MD |"35 Storey Ave, Unit 1" |Newburyport |978-225-6607
Massachusetts |CVS Health COVID-19 Testing Site |109 Main Street |North Andover |N/A
Massachusetts |North Attleboro Urgent Care |40 Cumberland Ave (RT.1) |North Attleboro |508-455-4009
Massachusetts |Care Central |682 Depot Street |North Easton |(508) 297-1665
Massachusetts |CVS Health COVID-19 Testing Site |366 King Street |Northampton |N/A
Massachusetts |Care Spot |10002 Shops Way |Northborough |508-658-9286
Massachusetts |Care Well Urgent Care |333 Southwest Cutoff |Northborough |800-659-5411
Massachusetts |South Shore Health |143 Longwater Drive |Norwell |(781) 878-5200
Massachusetts |Care Well Urgent Care |42 Washington St. |Norwell |800-659-5411
Massachusetts |Norwood Urgent Care |1210 Providence Highway |Norwood |781-255-0500
Massachusetts |Care Well Urgent Care |229 Andover Street (Rt 114) |Peabody |800-659-5411
Massachusetts |Pediatric Healthcare Associates |10 Centennial Drive |Peabody |978-535-1110
Massachusetts |Convenient MD |296 Old Oak Street |Pembroke |339-244-3033
Massachusetts |CVS Health COVID-19 Testing Site |107 West Street |Pittsfield |N/A
Massachusetts |Convenient MD |86 Taunton Street |Plainville |508-928-5211
Massachusetts |Walmart |300 Colony Place Rd |Plymouth |N/A
Massachusetts |Manet Community Health Center |110 West Squantum Street |Quincy |(617) 376-3000
Massachusetts |Quincy Medical Center |114 Whitwell St |Quincy |(617) 376-5533
Massachusetts |Manet Community Health Center |9 Bicknell Street |Quincy |(617) 471-4715
Massachusetts |Manet Community Health Center |1193 Sea Street |Quincy |(617) 471-8683
Massachusetts |ConvenientMD |"479 Washington Street, Suite 2" |Quincy |617-303-6400
Massachusetts |Convenient MD |"479 Washington Street, Suite 2" |Quincy |857-529-5220
Massachusetts |Walmart |301 Falls Blvd |Quincy |N/A
Massachusetts |CVS Health COVID-19 Testing Site |266 Route 44 |Raynham |N/A
Massachusetts |Pediatric Healthcare Associates |30 New Crossing Road |Reading |781-439-6744
Massachusetts |Greater Roslindale Medical & Dental Center |4199 Washington Street |Roslindale |617.323.4440
Massachusetts |Whittier Street Health Center |1290 Tremont Street |Roxbury |(617) 427-1000
Massachusetts |The Dimock Center |55 Dimock Street |Roxbury |617-442-8800 ext. 2683
Massachusetts |North Shore Medical Center |81 Highland Avenue |Salem |978 741-1200
Massachusetts |Pediatric Healthcare Associates |600 Loring Avenue |Salem |978-741-8366
Massachusetts |CVS Health COVID-19 Testing Site |272 Highland Avenue |Salem |N/A
Massachusetts |Walmart |450 Highland Ave |Salem |N/A
Massachusetts |CVS Health COVID-19 Testing Site |2 Lafayette Road |Salisbury |N/A
Massachusetts |CVS Health COVID-19 Testing Site |720 Boston Turnpike Road |Shrewsbury |N/A
Massachusetts |Ocean State Healthcare |400 Putnam Pike |Smithfield |(401) 757-6160
Massachusetts |Care Well Urgent Care |349 Broadway |Somerville |800-659-5411
Massachusetts |Cambridge Health Alliance - Crown Street parking lot |33 Tower St. |Somerville |N/A
Massachusetts |CVS Health COVID-19 Testing Site |215 College Highway |Southwick |N/A
Massachusetts |Baystate Health |140 High Street |Springfield |413-795-TEST
Massachusetts |Baystate Health |298 Carew Street |Springfield |413-795-TEST
Massachusetts |Baystate Health |380 Plainfield Street |Springfield |413-795-TEST
Massachusetts |CVS Health COVID-19 Testing Site |770 Boston Road |Springfield |N/A
Massachusetts |American Family Urgent Care |16 Main Street |Stoneham |781-279-4000
Massachusetts |Care Central |286 Washington Street |Stoughton |(781) 341-2800
Massachusetts |American Family Care |450 Paradise Rd |Swampscott |(781) 691 – 9366
Massachusetts |Manet Community Health Center |1 Washington Street |Taunton |(508) 822-5500
Massachusetts |Care Well Urgent Care |345 Main Street |Tewksbury |800-659-5411
Massachusetts |CVS Health COVID-19 Testing Site |451 Main Street |Wakefield |N/A
Massachusetts |American Family Urgent Care |1030 Main Street |Waltham |781-894-6900
Massachusetts |Physician One Urgent Care |1019 Trapelo Road |Waltham |781.736.1800
Massachusetts |CVS Health COVID-19 Testing Site |800 Lexington Street |Waltham |N/A
Massachusetts |Walgreens |80 River Street |Waltham |N/A
Massachusetts |Baystate Health |85 South Street |Ware |413-795-TEST
Massachusetts |Ocean State Healthcare |1131 Warwick Ave |Warwick |(401) 287-4440
Massachusetts |Care Well Urgent Care |535 Centerville Road |Warwick |800-659-5411
Massachusetts |CVS Health COVID-19 Testing Site |1921 Centre Street |West Roxbury |N/A
Massachusetts |CVS Health COVID-19 Testing Site |928 Riverdale Street |West Springfield |N/A
Massachusetts |Baystate Health |57 Union Street |Westfield |413-795-TEST
Massachusetts |CVS Health COVID-19 Testing Site |599 State Road |Westport |N/A
Massachusetts |Physician One Urgent Care |211 University Avenue |Westwood |781.776.4094
Massachusetts |Convenient MD |987 Main Street |Weymouth |781-927-3000
Massachusetts |CVS Health COVID-19 Testing Site |301 Central Street |Winchendon |N/A
Massachusetts |Pediatrics Urgent Care |99 Commerce Way |Woburn |781-935-5437
Massachusetts |Care Well Urgent Care |348 Greenwood Street |Worcester |800-659-5411
Massachusetts |Care Well Urgent Care |500 Lincoln Street |Worcester |800-659-5411
Massachusetts |CVS Health COVID-19 Testing Site |44 West Boylston Street |Worcester |N/A
Massachusetts |CVS Health COVID-19 Testing Site |481 Lincoln Street |Worcester |N/A
Massachusetts |St. Vincent’s Hospital |123 Summer St |Worcester |N/A
Massachusetts |UMass Memorial Medical Center |119 Belmont St |Worcester |N/A
Massachusetts |CVS Health COVID-19 Testing Site |652 South Street |Wrentham |N/A
Massachusetts |York Hospital |1001 S George St |York |207-351-2000
 | | | |N/A
Michigan |MidMichigan Urgent Care - Alma |321 E. Warwick Drive |Alma |(888) 591-0500
Michigan |Michigan Urgent Care |3280 Washtenaw Ave |Ann Arbor |734-389-2000
Michigan |Canton Health Center |"1051 N Canton Center Rd, Canton, MI 48187" |Ann Arbor |734-763-6336
Michigan |West Ann Arbor Health Center |380 Parkland Plaza |Ann Arbor |734-763-6336
Michigan |CVS Health COVID-19 Testing Site |1700 South Industrial Highway |Ann Arbor |N/A
Michigan |CVS Health COVID-19 Testing Site |2100 West Stadium |Ann Arbor |N/A
Michigan |McLaren |1040 S Van Dyke |Bad Axe |(989) 269-5152
Michigan |McLaren |"4 Columbus Ave, Suite 140" |Bay City |(989) 393-2850
Michigan |Walmart |1400 Mall Dr |Benton Harbor |N/A
Michigan |MedPost Urgent Care |2274 S Telegraph Road |Bloomfield |248-639-7972
Michigan |Brighton Health Center |8001 Challis Rd |Brighton |734-763-6336
Michigan |Michigan Urgent Care |2300 Genoa Business Park Drive Suite 120 |Brighton |810-844-0400
Michigan |CVS Health COVID-19 Testing Site |5757 Whitmore Lake Road |Brighton |N/A
Michigan |Walmart |45555 Michigan Ave |Canton |N/A
Michigan |CVS Health COVID-19 Testing Site |1402 W. 14 Mile |Clawson |N/A
Michigan |Michigan Urgent Care |22500 Metro Parkway Suite 100 |Clinton Township |586-267-9300
Michigan |Beaumont Health |18101 Oakwood Blvd |Dearborn |800-592-4784
Michigan |CVS Health COVID-19 Testing Site – Dearborn Public Library |16301 Michigan Ave |Dearborn |N/A
Michigan |State Fairgrounds |Off Woodward Ave. on W. State Fair Road |Detroit |313-230-0505
Michigan |Beaumont Hospitals |8 locations |Detroit |800-592-4784
 | | | |N/A
Michigan |CVS Health COVID-19 Testing Site |15521 West Seven Mile Road |Detroit |N/A
Michigan |CVS Health COVID-19 Testing Site |6862 N. Michigan Ave. |Detroit |N/A
Michigan |Rite Aid |46977 Romeo Plank Road |Detroit |N/A
Michigan |Walgreens |15516 Grand River Ave |Detroit |N/A
Michigan |Michigan Urgent Care |"100 Powell Drive, Suite 8" |Dundee |734-823-5900
Michigan |Project Baseline | |Eaton Rapids |N/A
Michigan |Rite Aid |715 South Main Street |Eaton Rapids |N/A
Michigan |CVS Health COVID-19 Testing Site |39350 Nine Mile Road |Farmington Hills |N/A
Michigan |Michigan Urgent Care |"641 West 9 Mile Road, Suite C" |Ferndale |248-206-1600
Michigan |Walmart |4313 Corunna Rd |Flint |N/A
Michigan |CVS Health COVID-19 Testing Site |111 North Main Street |Frankenmuth |N/A
Michigan |CVS Health COVID-19 Testing Site |33021 Garfield |Fraser |N/A
Michigan |McLaren |2313 E Hill Rd |Grand Blanc |(810) 496-0900
Michigan |Grand Blanc |12500 Holly Road |Grand Blanc |N/A
Michigan |CVS Health COVID-19 Testing Site |"727 28th Street, SE" |Grand Rapids |N/A
Michigan |CVS Health COVID-19 Testing Site |1550 Lake Drive Southeast |Grand Rapids |N/A
Michigan |Rite Aid |5995 Kalamazoo Avenue |Grand Rapids |N/A
Michigan |CVS Health COVID-19 Testing Site |17120 Kercheval Avenue |Grosse Pointe |N/A
Michigan |Michigan Urgent Care |20311 Mack Ave |Grosse Pointe Woods |313-499-6000
Michigan |SAY Detroit Family Clinic |211 Glendale Ave |Highland Park |313-758-6100
Michigan |CVS Health COVID-19 Testing Site |14140 Woodward |Highland Park |N/A
Michigan |Henry Ford Allegiance Hospital |205 N East Ave |Jackson |800-592-4784
Michigan |Project Baseline | |Kentwood |N/A
Michigan |McLaren |5525 S Martin Luther King Jr Blvd |Lansing |(517) 913-3888
Michigan |CVS Health COVID-19 Testing Site |240 M.A.C. East |Lansing |N/A
 | | | |N/A
Michigan |McLaren |1254 N Main St |Lapeer |(810) 667-7040
Michigan |MedPost Urgent Care |11502 Middlebelt Road |Livonia |734-890-5108
Michigan |Project Baseline | |Macomb |N/A
Michigan |CVS Health COVID-19 Testing Site |21777 21 Mile Road |Macomb Township |N/A
Michigan |CVS Health COVID-19 Testing Site |27050 John R. Road |Madison Heights |N/A
Michigan |CVS Health COVID-19 Testing Site |720 General Motors Road |Milford |N/A
Michigan |MedExpress |1261 North Telegraph Road |Monroe |734-457-2142
Michigan |Walmart |2150 N Telegraph Rd |Monroe |N/A
Michigan |McLaren |1523 S. Mission Street |Mount Pleasant |(989) 773-1166
Michigan |Walmart |4730 Encore Blvd |Mount Pleasant |N/A
Michigan |Walmart |3285 Henry St |Muskegon |N/A
Michigan |CVS Health COVID-19 Testing Site |44300 5 Mile Road |Northville |N/A
Michigan |Walmart |26090 Ingersol Dr |Novi |N/A
Michigan |MedExpress |3550 Pine Grove Ave |Port Huron |810-989-2530
Michigan |MedPost Urgent Care |3035 S. Rochester Road |Rochester Hills |248-572-1575
Michigan |Spectrum Health |8501 Meadow Creek Dr |Rockford |616-391-2380
Michigan |MedPost Urgent Care |2140 E Twelve Mile Rd |Royal Oak |248-282-4115
Michigan |Project Baseline | |Saginaw |N/A
Michigan |Rite Aid |4598 State Street |Saginaw |N/A
Michigan |CVS Health COVID-19 Testing Site |46960 Van Dyke Ave. |Shelby |N/A
Michigan |CVS Health COVID-19 Testing Site |2115 Twenty-Five Mile Road |Shelby Township |N/A
Michigan |MedPost Urgent Care |29628 Southfield Road |Southfield |248-987-5754
Michigan |CVS Health COVID-19 Testing Site |30920 Southfield Road |Southfield |N/A
Michigan |Walmart |15700 Northline Road |Southgate |N/A
Michigan |Project Baseline | |Swartz Creek |N/A
Michigan |Rite Aid |9090 Miller Road |Swartz Creek |N/A
Michigan |Walmart |7555 Telegraph Rd |Taylor |N/A
Michigan |Beaumont Health |750 Stephenson Hwy |Troy |800-592-4784
Michigan |CVS Health COVID-19 Testing Site |1980 East Big Beaver Road |Troy |N/A
Michigan |CVS Health COVID-19 Testing Site |100 West Maple Road |Walled Lake |N/A
Michigan |Michigan Urgent Care |5800 Highland Road |Waterford |248-290-5700
Michigan |Helix Diagnostics |6620 Highland Road |Waterford |888-275-5221
Michigan |Michigan Urgent Care |"375 Eureka, Suite B" |Wyandotte |734-225-9300
Michigan |CVS Health COVID-19 Testing Site |5603 Byron Center Avenue SW |Wyoming |N/A
Michigan |Eastern Michigan University |900 Oakwood St |Ypsilanti |N/A
Michigan |Ford Elementary School |2440 E. Clark Rd |Ypsilanti |N/A
Minnesota |Mayo Clinic |1705 SE Broadway Ave |Albert Lea |1-833-558-0757
Minnesota |Alomere Health |111 17th Ave E |Alexandria |320-762-0399
Minnesota |Sanford Health |1527 Broadway St |Alexandria |320-762-0399
Minnesota |CVS Health COVID-19 Testing Site |657 East Main Street |Anoka |N/A
Minnesota |Independent |30 S Behl St |Appleton |320-289-1580
Minnesota |Mayo |510 2nd St NW |Austin |1-833-558-0757
Minnesota |Essentia Health |13060 Isle Dr |Baxter |1-800-494-0836
Minnesota |Scenic Rivers Health Services |410 Second St NW |Big Falls |218-276-2403
Minnesota |Scenic Rivers Health Service |135 Pine Tree Dr |Bigfork |218-743-3232
Minnesota |CVS Health COVID-19 Testing Site |2357 108th Lane NE |Blaine |N/A
Minnesota |Allina Health |7920 Old Cedar Ave S |Bloomington |952-428-1800
